State,Year,RICE_YIELD_Kg_per_ha,WHEAT_YIELD_Kg_per_ha,KHARIF_SORGHUM_YIELD_Kg_per_ha,RABI_SORGHUM_YIELD_Kg_per_ha,SORGHUM_YIELD_Kg_per_ha,PEARL_MILLET_YIELD_Kg_per_ha,MAIZE_YIELD_Kg_per_ha,FINGER_MILLET_YIELD_Kg_per_ha,BARLEY_YIELD_Kg_per_ha,CHICKPEA_YIELD_Kg_per_ha,PIGEONPEA_YIELD_Kg_per_ha,MINOR_PULSES_YIELD_Kg_per_ha,GROUNDNUT_YIELD_Kg_per_ha,SESAMUM_YIELD_Kg_per_ha,RAPESEED_AND_MUSTARD_YIELD_Kg_per_ha,SAFFLOWER_YIELD_Kg_per_ha,CASTOR_YIELD_Kg_per_ha,LINSEED_YIELD_Kg_per_ha,SUNFLOWER_YIELD_Kg_per_ha,SOYABEAN_YIELD_Kg_per_ha,OILSEEDS_YIELD_Kg_per_ha,SUGARCANE_YIELD_Kg_per_ha,COTTON_YIELD_Kg_per_ha
Himachal Pradesh,2015,1313.43,1580.78,0.0,0.0,0.0,0.0,3925.63,750.0,1884.77,1000.0,0.0,2126.58,1000.0,0.0,449.44,0.0,0.0,0.0,0.0,1500.0,631.58,0.0,0.0
Himachal Pradesh,2015,0.0,1600.0,0.0,0.0,0.0,0.0,3000.0,0.0,909.09,0.0,0.0,2028.46,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1333.33,0.0,0.0
Himachal Pradesh,2015,2523.08,1242.72,0.0,0.0,0.0,0.0,3500.72,0.0,1478.26,1000.0,0.0,1135.9,0.0,500.0,617.65,0.0,0.0,0.0,0.0,1117.65,603.17,1960.38,0.0
Himachal Pradesh,2015,1732.98,1972.48,0.0,0.0,0.0,500.0,358.45,928.57,1790.6,1000.0,0.0,2072.71,0.0,1000.0,550.0,0.0,0.0,285.71,0.0,1737.93,770.11,0.0,0.0
Himachal Pradesh,2015,912.28,1996.45,0.0,0.0,0.0,0.0,3130.39,1406.25,1766.03,0.0,500.0,1834.73,0.0,0.0,487.8,0.0,0.0,0.0,0.0,2800.0,300.0,1700.0,0.0
Himachal Pradesh,2015,1182.5,1189.34,0.0,0.0,0.0,0.0,3304.03,600.0,1439.15,1000.0,0.0,1981.79,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,1437.5,693.33,2345.44,0.0
Himachal Pradesh,2016,2078.5,649.27,0.0,0.0,0.0,0.0,1981.64,0.0,969.23,78.43,0.0,493.33,0.0,428.57,132.74,0.0,0.0,0.0,0.0,1625.0,0.0,900.0,0.0
Himachal Pradesh,2016,1203.65,1347.96,0.0,0.0,0.0,0.0,2671.57,600.0,1096.82,0.0,0.0,327.3,0.0,466.67,267.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2016,1537.13,1017.64,0.0,0.0,0.0,479.34,1828.45,750.0,1083.85,737.11,0.0,463.7,0.0,312.6,313.23,0.0,0.0,347.0,0.0,1371.43,0.0,1558.79,60.0
Himachal Pradesh,2016,1500.0,1005.43,0.0,0.0,0.0,0.0,2371.58,882.35,1550.58,0.0,0.0,628.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2016,1307.52,1302.09,0.0,0.0,0.0,0.0,2842.09,764.1,1014.34,513.51,0.0,310.74,909.09,0.0,139.93,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0
Himachal Pradesh,2016,0.0,903.85,0.0,0.0,0.0,0.0,1850.0,0.0,894.74,0.0,0.0,1000.74,0.0,0.0,1627.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2016,2521.24,1415.3,0.0,0.0,0.0,0.0,2535.34,0.0,577.07,86.96,0.0,288.84,0.0,302.75,147.98,0.0,0.0,0.0,0.0,1117.65,0.0,1976.92,73.33
Himachal Pradesh,2016,1205.34,727.29,0.0,0.0,0.0,515.15,259.58,977.72,914.72,173.91,0.0,448.55,1000.0,214.29,29.63,0.0,0.0,40.0,0.0,1913.04,0.0,0.0,0.0
Himachal Pradesh,2016,917.26,766.8,0.0,0.0,0.0,1000.0,2267.83,1412.97,574.94,250.0,111.11,311.39,571.43,222.22,67.26,0.0,0.0,0.0,0.0,1750.0,0.0,1700.0,0.0
Himachal Pradesh,2016,1183.99,1316.81,0.0,0.0,0.0,500.0,2664.87,593.63,698.51,321.43,1000.0,530.25,777.78,470.59,25.68,0.0,0.0,0.0,0.0,1375.0,0.0,3111.27,0.0
Himachal Pradesh,2017,2090.34,1590.31,0.0,0.0,0.0,0.0,2818.19,0.0,1954.55,1025.64,0.0,722.89,0.0,428.57,482.46,0.0,0.0,0.0,0.0,1625.0,0.0,1033.33,0.0
Himachal Pradesh,2017,1203.93,2691.78,0.0,0.0,0.0,0.0,3693.05,800.0,1932.33,0.0,0.0,2310.6,0.0,400.0,494.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2017,1539.86,1794.31,0.0,0.0,0.0,735.85,2529.11,1000.0,1928.19,1072.0,416.67,1904.94,0.0,458.21,607.21,0.0,0.0,301.35,0.0,1380.28,0.0,1585.9,0.0
Himachal Pradesh,2017,1571.43,994.62,0.0,0.0,0.0,0.0,3283.51,882.35,1882.83,0.0,0.0,2113.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2017,1308.04,1581.25,0.0,0.0,0.0,0.0,3925.04,807.11,1883.63,973.68,0.0,2251.52,1266.67,0.0,456.28,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0
Himachal Pradesh,2017,0.0,1415.09,0.0,0.0,0.0,0.0,2761.9,0.0,893.67,0.0,0.0,2223.14,0.0,0.0,475.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2017,2521.4,1242.82,0.0,0.0,0.0,0.0,3501.31,0.0,1474.27,1041.67,0.0,1092.13,0.0,428.57,592.92,0.0,0.0,0.0,0.0,1235.29,0.0,1960.38,0.0
Himachal Pradesh,2017,1733.09,1972.3,0.0,0.0,0.0,739.13,358.49,978.6,1799.06,1041.67,0.0,2123.79,750.0,545.45,547.74,0.0,0.0,291.87,0.0,1737.93,0.0,0.0,0.0
Himachal Pradesh,2017,917.25,1996.88,0.0,0.0,0.0,1000.0,3131.62,1408.45,1764.65,1000.0,611.11,1933.44,757.14,444.44,486.55,0.0,0.0,0.0,0.0,2800.0,0.0,2100.0,0.0
Himachal Pradesh,2017,1183.9,1192.89,0.0,0.0,0.0,500.0,3304.86,590.55,1437.7,1046.15,466.67,2110.0,933.33,428.57,500.58,0.0,0.0,0.0,0.0,1500.0,0.0,2248.35,0.0
Jharkhand,1966,619.97,408.75,0.0,0.0,0.0,0.0,847.65,552.08,287.2,247.91,888.18,-1.0,666.67,133.33,361.47,0.0,0.0,0.0,0.0,0.0,-1.0,3512.61,0.0
Jharkhand,1966,78.75,238.39,0.0,0.0,0.0,0.0,1222.12,479.58,177.42,112.2,106.6,-1.0,600.0,219.51,172.04,0.0,0.0,0.0,316.67,0.0,-1.0,3300.37,0.0
Jharkhand,1966,546.78,241.13,0.0,0.0,0.0,0.0,1121.84,545.13,200.0,114.04,100.0,-1.0,600.0,241.38,166.67,0.0,0.0,0.0,0.0,0.0,-1.0,3500.0,0.0
Jharkhand,1966,412.16,239.03,0.0,0.0,0.0,0.0,1136.8,171.01,178.17,113.36,27.78,-1.0,492.06,170.93,38.46,0.0,0.0,0.0,0.0,0.0,-1.0,3131.07,0.0
Jharkhand,1966,323.24,238.19,0.0,0.0,0.0,0.0,1123.53,304.38,182.93,112.12,104.83,-1.0,600.0,150.0,269.91,0.0,0.0,0.0,0.0,0.0,-1.0,2444.44,0.0
Jharkhand,1966,435.04,239.44,0.0,0.0,0.0,0.0,727.57,514.29,166.67,112.05,85.47,-1.0,600.0,314.61,166.67,-1.0,0.0,0.0,0.0,0.0,-1.0,2250.0,0.0
Jharkhand,1967,1216.83,904.68,0.0,0.0,0.0,0.0,1153.29,404.07,525.05,394.09,1109.49,-1.0,1000.0,730.77,521.16,-1.0,0.0,0.0,0.0,0.0,-1.0,1528.09,0.0
Jharkhand,1967,1048.75,627.68,0.0,0.0,0.0,0.0,1498.55,682.29,798.88,502.96,241.18,-1.0,1000.0,227.85,803.03,0.0,0.0,0.0,0.0,0.0,-1.0,1767.07,0.0
Jharkhand,1967,1274.86,636.36,0.0,0.0,0.0,0.0,1497.41,696.63,1000.0,500.0,406.25,-1.0,1000.0,461.54,500.0,0.0,0.0,0.0,0.0,0.0,-1.0,2222.22,0.0
Jharkhand,1967,764.08,630.47,0.0,0.0,0.0,0.0,1495.43,407.06,794.4,502.38,752.47,-1.0,518.52,305.51,401.93,0.0,0.0,0.0,0.0,0.0,-1.0,2596.49,0.0
Jharkhand,1967,873.57,630.81,0.0,0.0,0.0,0.0,1497.44,575.53,788.46,501.92,241.46,-1.0,1061.9,277.78,432.56,0.0,0.0,0.0,0.0,0.0,-1.0,2222.22,0.0
Jharkhand,1967,1139.23,627.59,0.0,0.0,0.0,0.0,1498.82,520.55,857.14,501.31,412.28,-1.0,666.67,405.06,470.59,0.0,0.0,0.0,0.0,0.0,-1.0,2000.0,0.0
Jharkhand,1968,1348.31,1169.11,0.0,0.0,0.0,0.0,1073.44,261.59,441.18,352.4,1103.61,-1.0,500.0,333.33,437.19,-1.0,0.0,0.0,0.0,0.0,-1.0,4728.07,0.0
Jharkhand,1968,1135.77,1054.63,0.0,0.0,0.0,0.0,1394.98,439.6,671.23,454.55,239.75,-1.0,250.0,217.39,282.49,-1.0,0.0,0.0,0.0,0.0,-1.0,3203.7,0.0
Jharkhand,1968,1457.9,1548.39,0.0,0.0,0.0,0.0,1394.91,448.72,1000.0,459.46,400.0,-1.0,0.0,227.27,250.0,0.0,0.0,0.0,0.0,0.0,-1.0,3071.43,0.0
Jharkhand,1968,834.77,1271.69,0.0,0.0,0.0,0.0,1398.11,263.44,668.78,450.33,892.02,-1.0,346.15,220.75,207.39,0.0,0.0,0.0,0.0,0.0,-1.0,3098.11,0.0
Jharkhand,1968,935.16,900.6,0.0,0.0,0.0,0.0,1394.6,370.71,666.67,449.2,240.1,-1.0,614.38,218.18,410.14,-1.0,0.0,0.0,0.0,0.0,-1.0,3222.22,0.0
Jharkhand,1968,1318.39,1237.62,0.0,0.0,0.0,0.0,1395.44,343.75,666.67,448.91,415.09,-1.0,555.56,406.98,277.78,0.0,0.0,0.0,0.0,0.0,-1.0,3125.0,0.0
Jharkhand,1969,1000.81,657.09,0.0,0.0,0.0,0.0,916.41,217.69,450.75,350.11,1103.61,-1.0,750.0,241.38,423.91,-1.0,0.0,0.0,1000.0,0.0,-1.0,2455.22,0.0
Jharkhand,1969,890.85,933.77,0.0,0.0,0.0,0.0,1190.82,367.58,679.39,446.28,239.75,-1.0,250.0,272.73,384.62,0.0,0.0,0.0,0.0,0.0,-1.0,1732.22,0.0
Jharkhand,1969,1122.46,2250.0,0.0,0.0,0.0,0.0,1190.86,375.0,1000.0,459.46,400.0,-1.0,0.0,586.21,416.67,-1.0,0.0,0.0,333.33,0.0,-1.0,2272.73,0.0
Jharkhand,1969,626.67,971.85,0.0,0.0,0.0,0.0,1193.41,220.39,678.75,443.71,892.02,-1.0,351.35,221.81,424.11,0.0,0.0,0.0,500.0,0.0,-1.0,2872.41,0.0
Jharkhand,1969,742.3,835.78,0.0,0.0,0.0,0.0,1190.56,310.03,684.21,443.85,240.1,-1.0,1180.85,226.42,319.67,0.0,0.0,0.0,500.0,0.0,-1.0,2307.69,0.0
Jharkhand,1969,915.92,1034.48,0.0,0.0,0.0,0.0,1191.33,285.71,800.0,445.26,415.09,-1.0,333.33,280.9,375.0,0.0,0.0,0.0,403.67,0.0,-1.0,2333.33,0.0
Jharkhand,1970,1071.17,959.78,0.0,0.0,0.0,0.0,948.99,340.35,732.85,551.62,486.38,-1.0,750.0,200.0,423.91,-1.0,0.0,0.0,0.0,0.0,-1.0,2108.33,0.0
Jharkhand,1970,700.48,809.45,0.0,0.0,0.0,0.0,1329.5,342.29,476.79,653.57,515.15,-1.0,500.0,323.67,384.62,0.0,0.0,0.0,0.0,0.0,-1.0,3198.38,0.0
Jharkhand,1970,1211.29,800.0,0.0,0.0,0.0,0.0,1242.05,619.38,0.0,625.0,466.67,-1.0,0.0,695.65,416.67,0.0,0.0,0.0,0.0,0.0,-1.0,2941.18,0.0
Jharkhand,1970,676.3,810.15,0.0,0.0,0.0,0.0,1163.68,397.91,479.1,653.92,640.41,-1.0,591.84,236.04,424.11,0.0,0.0,0.0,0.0,0.0,-1.0,2970.48,0.0
Jharkhand,1970,780.24,809.38,0.0,0.0,0.0,0.0,929.64,506.39,475.0,654.78,132.79,-1.0,604.17,232.14,319.67,-1.0,0.0,0.0,0.0,0.0,-1.0,3222.22,0.0
Jharkhand,1970,995.9,810.34,0.0,0.0,0.0,0.0,1561.58,230.77,400.0,655.26,446.04,-1.0,875.0,205.48,375.0,-1.0,0.0,0.0,0.0,0.0,-1.0,3000.0,0.0
Jharkhand,1971,855.01,1504.16,356.44,0.0,356.44,470.05,250.58,219.25,444.98,356.57,2792.98,115.39,1000.0,285.71,407.57,0.0,0.0,0.0,0.0,0.0,-1.0,2602.15,0.0
Jharkhand,1971,859.81,1226.09,373.98,0.0,373.98,524.19,394.3,184.31,590.31,439.19,447.83,41.41,833.33,416.29,376.74,0.0,0.0,0.0,0.0,0.0,-1.0,2803.92,0.0
Jharkhand,1971,990.14,2261.9,0.0,0.0,0.0,280.0,399.61,576.35,0.0,400.0,470.59,3.44,0.0,785.71,333.33,0.0,0.0,0.0,0.0,0.0,-1.0,2333.33,0.0
Jharkhand,1971,798.32,1335.58,232.56,0.0,232.56,711.54,280.28,333.33,583.59,440.92,723.1,163.62,789.86,304.41,408.68,0.0,0.0,0.0,0.0,0.0,-1.0,2004.22,0.0
Jharkhand,1971,598.17,1407.79,340.43,0.0,340.43,518.87,409.63,242.52,571.43,441.13,119.13,20.15,769.23,300.0,306.72,0.0,0.0,0.0,0.0,0.0,-1.0,2400.0,0.0
Jharkhand,1971,800.1,1991.27,367.35,0.0,367.35,537.38,880.62,357.14,600.0,440.48,462.96,118.51,375.0,269.23,391.3,-1.0,0.0,0.0,0.0,0.0,-1.0,2166.67,0.0
Jharkhand,1972,838.66,1045.8,380.95,0.0,380.95,456.62,647.09,187.5,503.89,754.72,636.94,37.62,1000.0,384.62,371.62,0.0,0.0,0.0,0.0,0.0,-1.0,3820.0,0.0
Jharkhand,1972,584.36,948.53,964.29,0.0,964.29,614.68,785.78,184.44,312.03,383.6,513.51,5.86,0.0,206.19,338.03,-1.0,0.0,0.0,0.0,0.0,-1.0,2700.89,0.0
Jharkhand,1972,1056.53,3644.44,0.0,0.0,0.0,485.71,625.24,220.1,0.0,392.86,800.0,0.0,0.0,333.33,333.33,0.0,0.0,0.0,500.0,0.0,-1.0,2222.22,0.0
Jharkhand,1972,333.84,607.76,372.09,0.0,372.09,444.44,633.02,400.58,313.96,382.67,689.23,64.52,846.15,272.73,371.82,0.0,0.0,0.0,0.0,0.0,-1.0,1800.88,0.0
Jharkhand,1972,864.46,930.74,361.7,0.0,361.7,606.84,362.68,220.38,308.82,382.22,940.45,21.59,827.16,279.07,280.85,-1.0,0.0,0.0,0.0,0.0,-1.0,2250.0,0.0
Jharkhand,1972,847.03,339.18,400.0,0.0,400.0,644.67,372.82,350.0,500.0,383.33,750.0,81.77,400.0,193.55,347.83,0.0,0.0,0.0,0.0,0.0,-1.0,2285.71,0.0
Jharkhand,1973,1086.1,541.75,285.71,0.0,285.71,202.66,870.55,396.6,497.76,266.34,812.38,-1.0,800.0,230.77,558.63,-1.0,0.0,310.73,0.0,0.0,486.01,2038.83,0.0
Jharkhand,1973,630.24,920.95,466.67,0.0,466.67,286.85,1339.74,668.51,432.77,815.38,391.69,-1.0,0.0,178.57,365.78,0.0,272.73,277.11,0.0,882.35,100.41,8364.71,0.0
Jharkhand,1973,721.68,1075.0,0.0,0.0,0.0,294.12,1295.81,671.19,0.0,379.31,388.89,-1.0,0.0,222.22,391.3,0.0,0.0,0.0,0.0,83.33,-1.0,5866.67,0.0
Jharkhand,1973,3154.89,565.64,465.52,0.0,465.52,1750.0,280.98,9286.86,18.02,85.07,217.42,-1.0,472.0,204.58,369.46,0.0,0.0,38.66,0.0,0.0,-1.0,7420.85,0.0
Jharkhand,1973,130.67,1122.32,287.67,0.0,287.67,17.09,3905.82,49.49,10562.5,1752.41,627.83,-1.0,459.18,306.12,356.88,0.0,0.0,2083.33,0.0,0.0,191.11,2222.22,0.0
Jharkhand,1973,685.57,852.23,301.59,0.0,301.59,380.28,935.29,189.87,333.33,294.87,390.8,-1.0,800.0,325.0,370.37,0.0,200.0,557.58,0.0,0.0,349.24,2125.0,0.0
Jharkhand,1974,942.95,1463.34,352.94,0.0,352.94,367.65,781.55,278.59,622.18,517.21,575.1,181.58,714.29,368.42,416.28,-1.0,0.0,455.17,0.0,0.0,-1.0,4742.42,0.0
Jharkhand,1974,653.11,894.85,426.23,0.0,426.23,410.5,811.05,559.96,647.06,571.43,821.56,44.64,0.0,250.0,528.53,-1.0,833.33,278.69,0.0,0.0,134.03,2152.17,0.0
Jharkhand,1974,681.21,970.37,0.0,0.0,0.0,444.44,793.21,289.36,1000.0,571.43,818.18,4.17,0.0,266.67,529.41,0.0,0.0,0.0,0.0,0.0,-1.0,3000.0,0.0
Jharkhand,1974,2992.89,981.85,409.84,0.0,409.84,1823.53,149.79,3244.33,14.41,44.16,148.5,42.5,926.67,214.76,372.66,0.0,0.0,52.47,0.0,0.0,-1.0,3026.52,0.0
Jharkhand,1974,122.98,1736.89,576.27,0.0,576.27,73.17,2958.69,21.44,9878.79,1531.52,668.53,74.15,925.23,240.0,394.93,0.0,0.0,3273.97,0.0,0.0,225.19,3142.86,0.0
Jharkhand,1974,778.94,1418.7,205.88,0.0,205.88,378.6,784.09,181.82,333.33,475.78,357.89,173.11,750.0,195.65,375.0,0.0,0.0,576.92,0.0,0.0,357.47,3500.0,0.0
Jharkhand,1975,1064.37,1221.95,469.39,0.0,469.39,301.04,890.44,304.57,602.36,547.02,181.42,1803.84,636.36,657.14,339.17,-1.0,-1.0,-1.0,0.0,0.0,-1.0,5074.07,0.0
Jharkhand,1975,919.89,1391.6,466.67,0.0,466.67,985.75,742.17,456.57,615.38,430.11,740.41,48.82,1400.0,211.92,515.49,-1.0,-1.0,-1.0,0.0,0.0,-1.0,2250.94,0.0
Jharkhand,1975,1221.58,1430.8,0.0,0.0,0.0,1000.0,778.9,351.85,555.56,430.89,727.27,10.91,0.0,470.59,520.55,0.0,-1.0,-1.0,0.0,0.0,-1.0,3157.89,0.0
Jharkhand,1975,3747.24,2058.44,0.0,0.0,0.0,9714.29,397.97,3589.04,19.94,76.9,240.52,42.78,873.87,290.34,257.68,0.0,-1.0,-1.0,0.0,0.0,-1.0,3255.4,0.0
Jharkhand,1975,181.74,1260.67,0.0,0.0,0.0,17.05,1944.7,37.89,14441.86,1036.84,471.43,75.47,1109.43,297.87,372.48,0.0,-1.0,-1.0,0.0,0.0,-1.0,3400.0,0.0
Jharkhand,1975,904.19,1336.73,0.0,0.0,0.0,383.56,1051.28,412.37,500.0,364.96,338.35,181.87,166.67,344.26,276.6,0.0,-1.0,-1.0,0.0,0.0,-1.0,3230.77,0.0
Jharkhand,1976,971.55,1449.68,0.0,0.0,0.0,-1.0,717.79,700.0,485.49,485.68,705.88,348.64,1000.0,394.74,245.63,-1.0,0.0,423.36,0.0,0.0,-1.0,2700.0,0.0
Jharkhand,1976,549.15,1434.31,0.0,0.0,0.0,-1.0,887.62,597.18,596.41,641.03,656.15,23.03,600.0,175.32,375.0,-1.0,1000.0,436.89,0.0,0.0,78.14,2833.33,0.0
Jharkhand,1976,570.3,1518.52,0.0,0.0,0.0,-1.0,820.83,597.56,0.0,656.25,666.67,0.0,0.0,222.22,384.62,0.0,1000.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1976,3644.62,1093.55,0.0,0.0,0.0,-1.0,418.42,5017.78,19.96,152.55,107.64,212.24,875.0,263.61,455.82,0.0,0.0,101.8,0.0,0.0,-1.0,3000.0,0.0
Jharkhand,1976,158.78,802.21,0.0,0.0,0.0,-1.0,3446.93,30.44,10933.33,852.81,636.95,491.64,1105.49,250.0,140.0,0.0,0.0,1808.22,0.0,0.0,192.98,0.0,0.0
Jharkhand,1976,859.29,489.08,0.0,0.0,0.0,-1.0,749.59,389.31,500.0,577.24,346.53,51.33,250.0,285.71,391.3,-1.0,0.0,542.33,500.0,500.0,-1.0,0.0,0.0
Jharkhand,1977,1202.31,1220.29,0.0,0.0,0.0,-1.0,381.01,420.17,447.57,346.59,537.95,207.12,1000.0,416.67,245.63,0.0,0.0,545.45,0.0,0.0,-1.0,1800.0,0.0
Jharkhand,1977,1078.88,1361.53,0.0,0.0,0.0,-1.0,615.23,351.99,631.31,1027.78,572.55,6.9,600.0,120.97,375.0,-1.0,1000.0,379.31,0.0,0.0,113.45,3650.0,0.0
Jharkhand,1977,957.07,587.11,0.0,0.0,0.0,-1.0,460.46,351.19,0.0,1022.73,615.38,0.12,0.0,100.0,384.62,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1977,3908.21,905.69,0.0,0.0,0.0,-1.0,237.91,8517.73,18.82,95.55,231.52,39.4,875.0,241.9,455.82,-1.0,0.0,56.45,0.0,0.0,-1.0,5133.33,0.0
Jharkhand,1977,209.56,1115.08,0.0,0.0,0.0,-1.0,1320.26,27.23,13067.8,1477.61,942.7,297.27,1105.49,225.0,140.0,0.0,0.0,2202.53,0.0,0.0,174.18,0.0,0.0
Jharkhand,1977,1070.93,787.45,0.0,0.0,0.0,-1.0,734.12,584.62,538.46,996.48,505.26,296.06,250.0,388.89,391.3,0.0,0.0,349.62,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1978,1149.16,1653.85,0.0,0.0,0.0,0.0,814.81,973.05,500.0,555.56,60.2,-1.0,1000.0,261.9,381.13,-1.0,0.0,0.0,0.0,0.0,-1.0,1200.0,0.0
Jharkhand,1978,1008.47,1000.0,0.0,0.0,0.0,0.0,1047.62,699.5,500.0,750.0,79.11,-1.0,1000.0,230.0,340.0,-1.0,0.0,0.0,0.0,0.0,-1.0,3650.0,0.0
Jharkhand,1978,1212.12,1500.0,0.0,0.0,0.0,0.0,666.67,697.8,0.0,0.0,777.78,-1.0,0.0,222.22,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1978,972.97,1125.0,0.0,0.0,0.0,0.0,630.43,463.98,500.0,478.26,59.71,-1.0,1105.0,234.81,383.46,0.0,0.0,0.0,0.0,0.0,-1.0,4200.0,0.0
Jharkhand,1978,742.8,1000.0,0.0,0.0,0.0,0.0,714.29,525.98,0.0,833.33,26.97,-1.0,1104.25,260.87,352.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1978,929.35,666.67,0.0,0.0,0.0,0.0,700.0,522.06,0.0,333.33,51.02,-1.0,1000.0,333.33,360.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
Jharkhand,1979,950.11,1000.0,0.0,0.0,0.0,0.0,1000.0,431.82,500.0,444.44,991.43,-1.0,333.33,400.0,344.36,-1.0,0.0,0.0,688.89,0.0,-1.0,1900.0,0.0
Jharkhand,1979,449.49,909.09,0.0,0.0,0.0,0.0,743.59,432.63,1000.0,333.33,541.85,-1.0,500.0,185.71,470.59,0.0,0.0,0.0,0.0,0.0,-1.0,2600.0,0.0
Jharkhand,1979,500.0,1000.0,0.0,0.0,0.0,0.0,1000.0,433.53,0.0,0.0,500.0,-1.0,0.0,285.71,400.0,0.0,0.0,0.0,181.82,0.0,-1.0,0.0,0.0
Jharkhand,1979,233.33,666.67,0.0,0.0,0.0,0.0,317.07,527.23,250.0,200.0,442.21,-1.0,457.94,179.06,164.27,0.0,0.0,0.0,239.67,0.0,-1.0,2250.0,0.0
Jharkhand,1979,389.61,933.33,0.0,0.0,0.0,0.0,916.67,357.08,0.0,333.33,138.13,-1.0,459.3,175.44,32.13,-1.0,0.0,0.0,487.6,0.0,-1.0,0.0,0.0
Jharkhand,1979,453.45,1000.0,0.0,0.0,0.0,0.0,888.89,366.97,0.0,500.0,301.2,-1.0,0.0,200.0,120.0,0.0,0.0,0.0,664.29,0.0,-1.0,0.0,0.0
Jharkhand,1980,916.17,1172.41,0.0,0.0,0.0,0.0,1241.38,670.49,400.0,600.0,1216.62,395.81,3000.0,410.26,558.4,-1.0,0.0,0.0,0.0,0.0,206.43,3200.0,0.0
Jharkhand,1980,1105.26,1153.85,0.0,0.0,0.0,0.0,825.0,619.07,666.67,500.0,490.2,389.48,1200.0,338.46,425.1,0.0,0.0,0.0,0.0,0.0,368.09,3600.0,0.0
Jharkhand,1980,1283.33,1000.0,0.0,0.0,0.0,0.0,666.67,618.83,0.0,0.0,500.0,342.59,0.0,333.33,333.33,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0
Jharkhand,1980,730.34,1000.0,0.0,0.0,0.0,0.0,738.1,494.31,900.0,538.46,564.31,434.46,1377.05,287.95,135.56,0.0,0.0,0.0,0.0,0.0,383.3,2250.0,0.0
Jharkhand,1980,776.06,1142.86,0.0,0.0,0.0,0.0,1166.67,596.07,1000.0,833.33,314.39,415.8,1383.72,280.0,110.13,0.0,0.0,0.0,0.0,0.0,371.62,0.0,0.0
Jharkhand,1980,958.22,1500.0,0.0,0.0,0.0,0.0,555.56,583.33,0.0,1000.0,456.9,433.38,1000.0,259.26,142.86,0.0,0.0,0.0,0.0,0.0,568.39,0.0,0.0
Jharkhand,1981,718.4,950.0,0.0,0.0,0.0,0.0,909.09,553.01,1000.0,833.33,597.86,385.36,666.67,214.29,0.0,0.0,0.0,0.0,0.0,0.0,277.6,2745.1,0.0
Jharkhand,1981,399.04,888.89,0.0,0.0,0.0,0.0,684.21,525.2,1000.0,1000.0,533.33,397.59,666.67,320.0,0.0,0.0,0.0,0.0,0.0,0.0,412.68,3421.83,0.0
Jharkhand,1981,672.41,0.0,0.0,0.0,0.0,0.0,600.0,528.3,0.0,0.0,666.67,426.32,0.0,333.33,0.0,0.0,0.0,0.0,0.0,0.0,400.0,4000.0,0.0
Jharkhand,1981,546.51,1000.0,0.0,0.0,0.0,0.0,575.0,396.27,750.0,454.55,902.82,472.29,688.0,271.42,0.0,0.0,0.0,0.0,0.0,0.0,325.08,2300.0,0.0
Jharkhand,1981,618.29,1272.73,0.0,0.0,0.0,0.0,615.38,397.09,0.0,800.0,346.76,571.37,740.6,254.9,0.0,0.0,0.0,0.0,0.0,0.0,391.54,3750.0,0.0
Jharkhand,1981,762.2,500.0,0.0,0.0,0.0,0.0,777.78,398.5,0.0,1000.0,666.67,382.78,1000.0,269.23,0.0,0.0,0.0,0.0,0.0,0.0,291.26,3750.0,0.0
Jharkhand,1982,580.24,1340.61,0.0,0.0,0.0,0.0,842.23,454.18,692.31,883.32,713.45,441.79,473.68,285.71,422.16,-1.0,0.0,0.0,0.0,0.0,-1.0,1090.91,0.0
Jharkhand,1982,485.88,982.88,0.0,0.0,0.0,0.0,751.14,458.38,941.86,708.44,1206.14,424.29,454.55,340.66,418.08,-1.0,0.0,0.0,0.0,0.0,-1.0,1614.72,0.0
Jharkhand,1982,520.05,833.33,0.0,0.0,0.0,0.0,779.91,458.06,0.0,700.0,1250.0,445.45,0.0,333.33,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5000.0,0.0
