State,Year,RICE_YIELD_Kg_per_ha,WHEAT_YIELD_Kg_per_ha,KHARIF_SORGHUM_YIELD_Kg_per_ha,RABI_SORGHUM_YIELD_Kg_per_ha,SORGHUM_YIELD_Kg_per_ha,PEARL_MILLET_YIELD_Kg_per_ha,MAIZE_YIELD_Kg_per_ha,FINGER_MILLET_YIELD_Kg_per_ha,BARLEY_YIELD_Kg_per_ha,CHICKPEA_YIELD_Kg_per_ha,PIGEONPEA_YIELD_Kg_per_ha,MINOR_PULSES_YIELD_Kg_per_ha,GROUNDNUT_YIELD_Kg_per_ha,SESAMUM_YIELD_Kg_per_ha,RAPESEED_AND_MUSTARD_YIELD_Kg_per_ha,SAFFLOWER_YIELD_Kg_per_ha,CASTOR_YIELD_Kg_per_ha,LINSEED_YIELD_Kg_per_ha,SUNFLOWER_YIELD_Kg_per_ha,SOYABEAN_YIELD_Kg_per_ha,OILSEEDS_YIELD_Kg_per_ha,SUGARCANE_YIELD_Kg_per_ha,COTTON_YIELD_Kg_per_ha
Punjab,2010,3924.38,4799.09,0.0,0.0,0.0,1000.0,0.0,0.0,3732.62,1379.81,1166.67,0.0,0.0,577.16,1731.48,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,585.16
Punjab,2010,4091.28,4772.5,0.0,0.0,0.0,1000.0,0.0,0.0,3386.5,1357.95,1166.67,0.0,1500.0,828.95,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,685.25
Punjab,2010,4374.6,5081.6,0.0,0.0,0.0,1000.0,0.0,0.0,3666.67,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1666.67,0.0,0.0,7500.0,616.67
Punjab,2010,3818.37,4804.36,0.0,0.0,0.0,0.0,3750.0,0.0,4000.0,2000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1710.41,0.0,0.0,7314.36,470.0
Punjab,2011,3721.54,4752.33,0.0,0.0,0.0,0.0,2906.98,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1333.33,0.0,0.0,0.0,0.0,0.0,0.0,6160.0,0.0
Punjab,2011,2722.69,4925.33,0.0,0.0,0.0,1000.0,5000.0,0.0,0.0,0.0,666.67,0.0,0.0,277.78,2000.0,0.0,0.0,0.0,1857.14,0.0,0.0,5000.0,540.0
Punjab,2011,3669.49,4927.27,0.0,0.0,0.0,1000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1866.67,0.0,0.0,6000.0,0.0
Punjab,2011,3608.45,5084.52,0.0,0.0,0.0,0.0,4265.42,0.0,0.0,0.0,1000.0,0.0,0.0,500.0,1000.0,0.0,0.0,0.0,1601.75,0.0,0.0,5587.68,0.0
Punjab,2011,3711.32,4610.8,0.0,0.0,0.0,0.0,4071.52,0.0,0.0,1000.0,1000.0,0.0,1750.0,400.0,1000.0,0.0,0.0,0.0,1990.35,0.0,0.0,5383.17,0.0
Punjab,2011,3453.7,4683.33,0.0,0.0,0.0,0.0,3833.33,0.0,0.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1916.67,0.0,0.0,5800.0,0.0
Punjab,2011,4255.65,5369.23,0.0,0.0,0.0,0.0,3000.0,0.0,4000.0,0.0,875.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,2027.3,0.0,0.0,6434.78,540.0
Punjab,2011,3763.58,5113.09,0.0,0.0,0.0,0.0,0.0,0.0,3802.14,1279.33,1000.0,0.0,0.0,490.54,1522.65,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,441.89
Punjab,2011,4016.82,5039.29,0.0,0.0,0.0,1000.0,0.0,0.0,3306.75,1306.75,1000.0,0.0,1000.0,1000.0,1469.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.51
Punjab,2011,4343.63,5449.9,0.0,0.0,0.0,0.0,0.0,0.0,4333.33,1000.0,800.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1636.36,0.0,0.0,6925.93,591.36
Punjab,2011,3930.11,5380.51,0.0,0.0,0.0,0.0,4500.0,0.0,5000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1825.11,0.0,0.0,6694.44,540.0
Punjab,2012,3074.63,4415.93,0.0,0.0,0.0,0.0,2636.36,0.0,3000.0,1000.0,0.0,470.59,0.0,333.33,1166.67,0.0,0.0,0.0,0.0,0.0,974.36,7273.08,0.0
Punjab,2012,3140.11,4521.51,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,1000.0,1000.0,842.11,0.0,346.15,1350.0,0.0,0.0,0.0,2000.0,0.0,833.33,7066.67,0.0
Punjab,2012,3803.42,4636.36,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.31,0.0,1692.31,6450.0,0.0
Punjab,2012,3849.23,4619.01,0.0,0.0,0.0,0.0,3771.46,0.0,0.0,0.0,1000.0,1000.0,0.0,333.33,1445.05,0.0,0.0,0.0,1683.7,0.0,1542.68,6517.01,0.0
Punjab,2012,3730.24,4317.31,0.0,0.0,0.0,0.0,4071.92,0.0,0.0,1000.0,1000.0,714.29,1812.5,333.33,1232.64,0.0,0.0,0.0,2158.73,0.0,1473.73,6914.22,0.0
Punjab,2012,3803.74,4450.0,0.0,0.0,0.0,1000.0,3192.31,0.0,0.0,2000.0,1000.0,833.33,0.0,500.0,1000.0,0.0,0.0,0.0,2222.22,0.0,1322.58,7300.0,0.0
Punjab,2012,4544.65,4866.98,0.0,0.0,0.0,0.0,2730.16,0.0,3500.0,0.0,1000.0,444.44,0.0,0.0,1252.17,0.0,0.0,0.0,1800.0,0.0,1548.0,7130.61,360.0
Punjab,2012,4145.53,4805.62,0.0,0.0,0.0,1000.0,0.0,0.0,4000.0,1414.36,770.19,954.88,0.0,387.6,1308.73,0.0,0.0,0.0,0.0,0.0,1231.68,7450.0,525.01
Punjab,2012,4248.3,4687.86,0.0,0.0,0.0,1000.0,0.0,0.0,3386.5,1000.0,666.67,834.21,0.0,0.0,1372.12,0.0,0.0,0.0,0.0,0.0,1364.28,0.0,664.03
Punjab,2012,4679.39,5113.85,0.0,0.0,0.0,0.0,4000.0,0.0,3666.67,1000.0,800.0,1222.22,0.0,0.0,1455.77,0.0,0.0,0.0,2088.89,0.0,1506.19,8108.93,684.0
Punjab,2012,4054.97,4834.74,0.0,0.0,0.0,1000.0,3371.07,0.0,0.0,0.0,1000.0,750.0,0.0,0.0,1487.01,0.0,0.0,0.0,1982.77,0.0,1785.14,8548.02,540.0
Punjab,2013,2896.04,4376.11,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,555.56,0.0,428.57,1266.67,0.0,0.0,0.0,0.0,0.0,1135.14,7176.0,0.0
Punjab,2013,3097.49,5026.95,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,1200.0,833.33,712.5,0.0,277.78,1400.0,0.0,0.0,0.0,0.0,0.0,480.0,7933.33,540.0
Punjab,2013,3854.7,4936.94,0.0,0.0,0.0,0.0,6666.67,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,1714.29,8200.0,0.0
Punjab,2013,3575.36,4951.39,0.0,0.0,0.0,0.0,3687.99,0.0,0.0,0.0,1000.0,1274.77,0.0,333.33,1349.12,0.0,0.0,0.0,0.0,0.0,1421.01,7383.67,0.0
Punjab,2013,3601.7,4601.92,0.0,0.0,0.0,0.0,3948.63,0.0,0.0,0.0,0.0,970.9,1846.15,333.33,1292.46,0.0,0.0,0.0,0.0,0.0,1400.38,7015.38,0.0
Punjab,2013,3475.25,4551.35,0.0,0.0,0.0,0.0,3490.91,0.0,0.0,0.0,1000.0,750.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1285.71,7300.0,0.0
Punjab,2013,4407.74,5217.74,0.0,0.0,0.0,1000.0,6790.7,0.0,4000.0,0.0,888.89,1000.0,0.0,0.0,1286.96,0.0,0.0,0.0,0.0,0.0,1583.15,8426.53,540.0
Punjab,2013,4103.83,5124.87,0.0,0.0,0.0,1000.0,0.0,0.0,4000.0,1270.03,1000.0,826.77,0.0,522.65,1423.8,0.0,0.0,0.0,0.0,0.0,1315.83,8500.0,573.39
Punjab,2013,4346.45,5023.02,0.0,0.0,0.0,1000.0,0.0,0.0,3386.5,1170.63,1000.0,658.96,0.0,0.0,1338.5,0.0,0.0,0.0,0.0,0.0,1336.56,0.0,612.2
Punjab,2013,4699.34,5415.46,0.0,0.0,0.0,1000.0,4000.0,0.0,4000.0,1233.33,800.0,1046.43,0.0,0.0,1103.85,0.0,0.0,0.0,0.0,0.0,1129.15,8807.55,745.71
Punjab,2013,4109.07,4953.1,0.0,0.0,0.0,0.0,4797.45,0.0,4000.0,0.0,1000.0,866.67,0.0,0.0,1312.99,0.0,0.0,0.0,0.0,0.0,1664.88,8581.93,0.0
Punjab,2014,2594.06,3240.17,0.0,0.0,0.0,0.0,2333.33,0.0,0.0,0.0,0.0,611.11,0.0,500.0,1066.67,0.0,0.0,0.0,0.0,0.0,900.0,7475.0,0.0
Punjab,2014,2918.99,4023.94,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,700.0,637.93,0.0,281.25,1000.0,0.0,0.0,0.0,0.0,0.0,500.0,7525.0,0.0
Punjab,2014,3752.14,3900.0,0.0,0.0,0.0,0.0,3666.67,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,1800.0,7800.0,0.0
Punjab,2014,3736.23,4016.78,0.0,0.0,0.0,0.0,3960.28,0.0,0.0,0.0,875.0,2000.0,0.0,500.0,1262.11,0.0,0.0,0.0,0.0,0.0,1444.75,7271.15,0.0
Punjab,2014,3562.59,3618.24,0.0,0.0,0.0,0.0,3802.23,0.0,0.0,0.0,0.0,714.29,1857.14,333.33,1086.1,0.0,0.0,0.0,0.0,0.0,1365.3,6857.23,0.0
Punjab,2014,3485.15,4010.99,0.0,0.0,0.0,0.0,3041.67,0.0,0.0,1200.0,920.0,880.0,0.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,1220.0,7714.29,0.0
Punjab,2014,4353.83,4442.77,0.0,0.0,0.0,0.0,6857.14,0.0,3460.87,0.0,1085.71,1155.56,0.0,0.0,1513.04,0.0,0.0,0.0,0.0,0.0,1704.6,8626.09,0.0
Punjab,2014,3905.46,4535.36,0.0,0.0,0.0,0.0,0.0,0.0,3618.98,1071.37,500.0,911.27,0.0,210.97,1327.47,0.0,0.0,0.0,0.0,0.0,1226.65,7500.0,512.58
Punjab,2014,4133.3,4633.72,0.0,0.0,0.0,0.0,4000.0,0.0,3267.26,1128.41,500.0,964.65,0.0,0.0,1194.25,0.0,0.0,0.0,0.0,0.0,1216.37,0.0,604.26
Punjab,2014,4711.1,4744.51,0.0,0.0,0.0,0.0,3519.23,0.0,3751.95,1000.0,1150.0,1021.05,0.0,0.0,1372.73,0.0,0.0,0.0,0.0,0.0,1384.52,8800.0,702.86
Punjab,2014,3987.45,4291.56,0.0,0.0,0.0,0.0,4000.0,0.0,3708.47,1000.0,933.33,835.29,0.0,0.0,1511.89,0.0,0.0,0.0,0.0,0.0,1789.3,8731.15,0.0
Punjab,2015,2896.55,4542.22,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,1300.0,0.0,526.67,0.0,400.0,1266.67,0.0,0.0,0.0,0.0,0.0,1142.86,7112.0,0.0
Punjab,2015,2832.87,4502.67,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,900.0,760.0,0.0,327.59,1700.0,0.0,0.0,0.0,0.0,0.0,886.79,7575.0,0.0
Punjab,2015,4016.95,4263.64,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,1571.43,7600.0,0.0
Punjab,2015,3954.7,4513.13,0.0,0.0,0.0,0.0,3884.71,0.0,0.0,0.0,1025.0,1378.88,0.0,500.0,1345.05,0.0,0.0,0.0,0.0,0.0,1382.7,6359.69,0.0
Punjab,2015,3718.35,4187.21,0.0,0.0,0.0,0.0,3671.32,0.0,0.0,1250.0,0.0,1088.84,1900.0,175.0,1141.27,0.0,0.0,0.0,0.0,0.0,1402.97,7389.77,0.0
Punjab,2015,4252.43,4382.02,0.0,0.0,0.0,0.0,3782.61,0.0,0.0,1300.0,1000.0,750.0,0.0,300.0,1150.0,0.0,0.0,0.0,0.0,0.0,1290.32,7157.14,0.0
Punjab,2015,4589.11,4670.33,0.0,0.0,0.0,0.0,5587.3,0.0,3300.0,0.0,1071.43,1137.5,0.0,0.0,1339.13,0.0,0.0,0.0,0.0,0.0,1660.83,8583.67,0.0
Punjab,2015,3985.63,4585.88,0.0,0.0,0.0,0.0,0.0,0.0,3901.46,1357.21,1000.0,789.85,0.0,360.63,1393.21,0.0,0.0,0.0,0.0,0.0,1006.73,8900.0,240.12
Punjab,2015,4310.95,4658.28,0.0,0.0,0.0,0.0,0.0,0.0,3323.01,1085.28,1000.0,610.99,0.0,341.27,1407.97,0.0,0.0,0.0,0.0,0.0,1320.68,0.0,188.35
Punjab,2015,4798.71,4830.57,0.0,0.0,0.0,0.0,4000.0,0.0,3900.0,0.0,1100.0,1150.0,0.0,0.0,1167.31,0.0,0.0,0.0,0.0,0.0,2486.11,8701.89,216.0
Punjab,2015,4053.89,4610.66,0.0,0.0,0.0,0.0,4000.0,0.0,4000.0,1300.0,1000.0,1330.56,0.0,0.0,1543.5,0.0,0.0,0.0,0.0,0.0,1672.02,8466.53,180.0
Punjab,2016,3123.15,4515.56,0.0,0.0,0.0,0.0,2666.67,0.0,0.0,1000.0,0.0,470.59,0.0,200.0,1406.25,0.0,0.0,0.0,0.0,0.0,0.0,8052.0,0.0
Punjab,2016,3245.9,4868.63,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,666.67,850.0,0.0,333.33,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,7550.0,0.0
Punjab,2016,4093.22,4924.53,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,1500.0,0.0,0.0,8175.0,0.0
Punjab,2016,4151.02,4860.99,0.0,0.0,0.0,0.0,5076.06,0.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,1298.21,0.0,0.0,0.0,1441.57,0.0,0.0,8365.3,0.0
Punjab,2016,3987.68,4256.45,0.0,0.0,0.0,0.0,3824.57,0.0,0.0,1000.0,0.0,833.33,1900.0,0.0,1219.91,0.0,0.0,0.0,1396.03,0.0,0.0,7733.36,0.0
Punjab,2016,4261.68,4790.32,0.0,0.0,0.0,0.0,3791.67,0.0,3333.33,0.0,1000.0,800.0,0.0,500.0,1220.0,0.0,0.0,0.0,1750.0,0.0,0.0,7857.14,0.0
Punjab,2016,4809.67,5096.73,0.0,0.0,0.0,0.0,3000.0,0.0,3914.5,0.0,714.29,1000.0,0.0,0.0,1525.42,0.0,0.0,0.0,1892.59,0.0,0.0,8853.06,0.0
Punjab,2016,4121.43,5132.21,0.0,0.0,0.0,0.0,4000.0,0.0,3631.93,1383.98,875.0,925.82,2000.0,516.8,1479.41,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,757.97
Punjab,2016,4377.34,5220.2,0.0,0.0,0.0,583.33,0.0,0.0,3302.93,1693.25,948.82,875.62,0.0,0.0,1454.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.55
Punjab,2016,4795.91,5531.77,0.0,0.0,0.0,0.0,3000.0,0.0,4045.45,1000.0,1000.0,1000.0,0.0,0.0,1345.79,0.0,0.0,0.0,1700.0,0.0,0.0,9228.3,774.0
Punjab,2016,4309.1,5133.53,0.0,0.0,0.0,0.0,4250.0,0.0,4669.65,0.0,1000.0,1393.94,0.0,0.0,1589.91,0.0,0.0,0.0,1716.04,0.0,0.0,8769.65,720.0
Punjab,2017,3573.53,4606.19,0.0,0.0,0.0,0.0,2333.33,0.0,0.0,1000.0,0.0,1000.0,0.0,400.0,1357.14,0.0,0.0,0.0,0.0,0.0,0.0,8411.54,0.0
Punjab,2017,3966.85,4776.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,1000.0,704.92,0.0,333.33,1521.74,0.0,0.0,0.0,0.0,0.0,0.0,8514.29,0.0
Punjab,2017,4347.46,4842.59,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,2000.0,0.0,0.0,0.0,2000.0,0.0,0.0,8375.0,0.0
Punjab,2017,4272.74,5050.7,0.0,0.0,0.0,0.0,4423.71,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,1374.52,0.0,0.0,0.0,1616.86,0.0,0.0,8544.54,0.0
Punjab,2017,4085.16,4450.96,0.0,0.0,0.0,0.0,3549.9,0.0,0.0,0.0,0.0,1000.0,1916.67,0.0,1249.16,0.0,0.0,0.0,2000.0,0.0,0.0,7965.15,0.0
Punjab,2017,4036.04,4891.3,0.0,0.0,0.0,0.0,4140.0,0.0,4000.0,1000.0,1000.0,666.67,0.0,0.0,1244.9,0.0,0.0,0.0,1833.33,0.0,0.0,7657.14,0.0
Punjab,2017,4736.99,5152.41,0.0,0.0,0.0,0.0,4000.0,0.0,4304.5,0.0,1000.0,833.98,0.0,0.0,1597.32,0.0,0.0,0.0,2006.41,0.0,0.0,9000.0,0.0
Punjab,2017,4253.24,5119.07,0.0,0.0,0.0,500.0,4000.0,0.0,3521.45,1085.18,1167.79,897.87,0.0,578.06,1650.63,0.0,0.0,0.0,0.0,0.0,0.0,7350.0,771.05
Punjab,2017,4585.33,5247.07,0.0,0.0,0.0,666.67,0.0,0.0,3475.35,1442.48,1000.0,863.44,0.0,1000.0,1805.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.94
Punjab,2017,5047.54,5490.02,0.0,0.0,0.0,500.0,0.0,0.0,3983.37,2000.0,1000.0,1144.56,0.0,0.0,1301.68,0.0,0.0,0.0,1750.0,0.0,0.0,9045.8,720.0
Punjab,2017,4318.6,5261.53,0.0,0.0,0.0,0.0,4125.0,0.0,4501.92,1000.0,1000.0,600.32,0.0,0.0,1534.74,0.0,0.0,0.0,1887.06,0.0,0.0,9054.05,720.0
Rajasthan,1966,1000.0,911.76,205.36,0.0,205.36,557.69,627.45,0.0,1137.93,370.37,0.0,165.11,500.0,104.17,0.0,0.0,0.0,100.0,0.0,0.0,157.51,1000.0,176.47
Rajasthan,1966,0.0,1125.0,218.75,0.0,218.75,464.05,727.27,0.0,1146.34,345.79,222.22,296.26,571.43,111.11,179.14,0.0,0.0,0.0,0.0,0.0,170.6,166.67,0.0
Rajasthan,1966,125.0,800.0,300.0,0.0,300.0,0.0,543.21,0.0,1000.0,666.67,333.33,1219.51,285.71,111.11,0.0,0.0,500.0,0.0,0.0,0.0,155.28,2000.0,50.0
Rajasthan,1966,0.0,900.0,66.67,0.0,66.67,27.67,0.0,0.0,1000.0,0.0,0.0,116.55,0.0,50.0,333.33,0.0,0.0,0.0,0.0,0.0,49.53,0.0,0.0
Rajasthan,1966,666.67,1263.16,416.67,0.0,416.67,542.64,666.67,0.0,1142.86,566.04,285.71,603.14,333.33,83.33,213.7,0.0,0.0,187.5,0.0,0.0,210.56,283.33,0.0
Rajasthan,1966,0.0,763.16,185.19,0.0,185.19,0.0,1018.52,0.0,967.74,277.78,0.0,127.23,222.22,157.89,0.0,0.0,0.0,0.0,0.0,0.0,177.34,1500.0,166.67
Rajasthan,1966,0.0,0.0,125.0,0.0,125.0,152.84,0.0,0.0,0.0,0.0,0.0,78.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,1966,500.0,897.96,192.98,0.0,192.98,0.0,850.0,0.0,1000.0,281.25,0.0,147.28,1000.0,102.36,0.0,0.0,0.0,142.86,0.0,0.0,66.25,1850.0,0.0
Rajasthan,1966,1000.0,685.19,431.03,0.0,431.03,0.0,1000.0,0.0,1000.0,333.33,500.0,614.91,659.57,166.67,0.0,0.0,0.0,500.0,0.0,0.0,511.12,1333.33,136.36
Rajasthan,1966,0.0,0.0,250.0,0.0,250.0,214.89,0.0,0.0,0.0,151.52,0.0,96.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,1966,100.0,750.0,357.14,0.0,357.14,0.0,203.7,0.0,500.0,333.33,100.0,411.26,0.0,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1000.0
Rajasthan,1966,666.67,1073.77,153.85,0.0,153.85,169.9,1000.0,0.0,822.89,612.39,0.0,42.05,500.0,0.0,388.89,0.0,0.0,0.0,0.0,0.0,232.31,1033.33,148.15
Rajasthan,1966,0.0,1307.69,170.73,0.0,170.73,754.9,785.71,0.0,1329.67,441.86,1000.0,221.41,250.0,93.75,222.22,0.0,0.0,0.0,0.0,0.0,174.44,700.0,0.0
Rajasthan,1966,0.0,916.67,58.82,0.0,58.82,12.58,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,1966,0.0,888.89,200.0,0.0,200.0,54.71,500.0,0.0,1000.0,500.0,0.0,80.84,0.0,65.22,235.29,0.0,0.0,0.0,0.0,0.0,61.3,0.0,100.0
Rajasthan,1966,222.22,458.33,558.14,0.0,558.14,0.0,903.23,0.0,1000.0,347.83,333.33,390.24,231.21,166.67,0.0,0.0,0.0,250.0,0.0,0.0,182.37,1000.0,41.67
Rajasthan,1966,0.0,1000.0,285.71,0.0,285.71,420.17,0.0,0.0,1142.86,166.67,0.0,91.1,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,1966,0.0,1052.63,7.87,0.0,7.87,150.46,0.0,0.0,1000.0,400.0,0.0,111.34,0.0,46.15,200.0,0.0,0.0,0.0,0.0,0.0,45.6,0.0,200.0
Rajasthan,1966,861.11,521.01,401.04,0.0,401.04,0.0,1125.0,0.0,1250.0,378.95,0.0,385.25,428.57,80.77,500.0,0.0,0.0,148.15,0.0,0.0,82.29,1800.0,0.0
Rajasthan,1966,0.0,611.11,79.37,0.0,79.37,290.44,555.56,0.0,1222.22,333.33,0.0,205.84,333.33,45.45,250.0,0.0,0.0,0.0,0.0,0.0,54.68,0.0,100.0
Rajasthan,1966,0.0,844.83,42.86,0.0,42.86,139.53,520.0,0.0,692.31,454.55,0.0,404.2,0.0,96.55,200.0,0.0,0.0,0.0,0.0,0.0,107.45,0.0,100.0
Rajasthan,1966,500.0,1035.71,595.51,0.0,595.51,695.36,666.67,0.0,1103.45,321.43,333.33,533.62,192.31,82.14,165.22,0.0,0.0,333.33,0.0,0.0,101.27,1900.0,0.0
Rajasthan,1966,0.0,1069.44,333.33,0.0,333.33,435.25,0.0,0.0,1277.78,392.86,0.0,68.42,200.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,118.48,1000.0,0.0
Rajasthan,1966,0.0,1076.92,60.0,0.0,60.0,58.82,500.0,0.0,1000.0,500.0,200.0,156.53,300.0,37.04,210.53,0.0,0.0,0.0,0.0,0.0,64.47,0.0,100.0
Rajasthan,1966,0.0,677.42,204.23,0.0,204.23,547.62,714.29,0.0,1033.33,250.0,0.0,166.67,400.0,137.93,208.33,0.0,0.0,125.0,0.0,0.0,165.48,1800.0,150.0
Rajasthan,1966,200.0,937.5,187.5,0.0,187.5,0.0,1090.4,0.0,892.86,181.82,0.0,77.67,583.33,172.41,200.0,0.0,0.0,333.33,0.0,0.0,283.62,2400.0,83.33
Rajasthan,1967,1000.0,891.89,137.61,0.0,137.61,464.29,900.0,0.0,882.35,384.62,0.0,209.21,631.58,139.53,363.64,0.0,0.0,250.0,0.0,0.0,271.99,500.0,133.33
Rajasthan,1967,0.0,1196.72,153.85,0.0,153.85,527.03,916.67,0.0,1203.13,1097.7,66.67,589.68,1000.0,166.67,386.6,0.0,0.0,0.0,0.0,0.0,334.62,1000.0,0.0
Rajasthan,1967,1500.0,1272.73,478.26,0.0,478.26,0.0,1282.05,0.0,1333.33,961.54,600.0,2000.0,600.0,117.65,0.0,0.0,384.62,0.0,0.0,0.0,218.63,2750.0,105.26
Rajasthan,1967,0.0,1000.0,250.0,0.0,250.0,189.6,0.0,0.0,1000.0,1000.0,0.0,195.54,0.0,100.0,333.33,0.0,0.0,0.0,0.0,0.0,95.56,0.0,0.0
Rajasthan,1967,333.33,1410.26,121.95,0.0,121.95,439.72,1666.67,0.0,1766.67,1052.02,400.0,553.04,240.0,133.33,253.88,0.0,0.0,235.29,0.0,0.0,205.93,500.0,0.0
Rajasthan,1967,0.0,840.91,217.39,0.0,217.39,500.0,1425.93,0.0,1083.33,500.0,0.0,271.74,451.61,153.85,0.0,0.0,0.0,0.0,0.0,0.0,279.8,900.0,133.33
Rajasthan,1967,0.0,0.0,100.0,0.0,100.0,108.0,0.0,0.0,666.67,0.0,0.0,143.13,0.0,111.11,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0
Rajasthan,1967,750.0,753.85,290.32,0.0,290.32,300.0,1136.36,0.0,1111.11,606.06,0.0,293.26,1000.0,133.33,333.33,0.0,0.0,200.0,0.0,0.0,146.31,1400.0,0.0
Rajasthan,1967,500.0,983.61,548.39,0.0,548.39,0.0,1756.1,0.0,1250.0,473.68,1000.0,480.0,803.28,222.22,0.0,0.0,0.0,500.0,0.0,0.0,648.32,1250.0,90.91
Rajasthan,1967,0.0,1000.0,0.0,0.0,0.0,171.05,0.0,0.0,666.67,473.68,0.0,96.85,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,1967,920.0,1000.0,478.26,0.0,478.26,400.0,1557.69,0.0,1333.33,812.5,750.0,807.02,0.0,118.18,0.0,0.0,0.0,333.33,0.0,0.0,86.73,1100.0,1000.0
Rajasthan,1967,1333.33,1457.14,35.09,0.0,35.09,309.96,1000.0,0.0,730.1,694.66,0.0,147.32,1000.0,200.0,457.36,0.0,0.0,0.0,0.0,0.0,63.29,1316.67,211.86
Rajasthan,1967,0.0,1171.88,238.1,0.0,238.1,545.11,1000.0,0.0,1318.58,819.67,1500.0,318.08,464.29,93.75,261.54,0.0,0.0,0.0,0.0,0.0,243.8,800.0,0.0
Rajasthan,1967,0.0,1000.0,114.29,0.0,114.29,12.27,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,1967,0.0,1116.67,200.0,0.0,200.0,399.4,0.0,0.0,1000.0,714.29,0.0,205.53,750.0,128.21,333.33,0.0,333.33,0.0,0.0,0.0,136.52,0.0,100.0
Rajasthan,1967,1000.0,689.66,690.65,0.0,690.65,400.0,1939.39,0.0,1500.0,526.32,333.33,548.95,628.57,83.33,0.0,0.0,0.0,250.0,0.0,0.0,354.09,900.0,76.92
Rajasthan,1967,0.0,1250.0,222.22,0.0,222.22,334.93,0.0,0.0,1272.73,562.5,0.0,245.36,0.0,0.0,239.13,0.0,0.0,0.0,0.0,0.0,34.7,0.0,0.0
Rajasthan,1967,0.0,807.69,86.96,0.0,86.96,232.39,0.0,0.0,1000.0,790.7,0.0,241.54,0.0,122.81,333.33,0.0,0.0,0.0,0.0,0.0,134.14,0.0,0.0
Rajasthan,1967,1000.0,743.59,605.38,0.0,605.38,404.76,1631.58,0.0,1000.0,449.28,0.0,327.26,714.29,76.19,333.33,0.0,0.0,225.81,0.0,0.0,118.95,1100.0,0.0
