State,Year,Fertilizer_N,Fertilizer_P,Fertilizer_K,Fertilizer_Total
Andhra Pradesh,2008,344.14,153.79,120.43,272323.0
Andhra Pradesh,2008,244.61,110.7,75.82,209255.0
Andhra Pradesh,2008,212.27,122.34,56.58,352832.0
Andhra Pradesh,2008,189.11,101.47,39.78,191418.0
Andhra Pradesh,2008,113.32,83.7,35.71,230482.0
Andhra Pradesh,2008,39.51,31.13,19.35,97433.0
Andhra Pradesh,2008,95.3,81.67,49.45,92194.0
Andhra Pradesh,2008,107.72,40.79,24.99,67749.0
Andhra Pradesh,2009,108.15,44.24,30.85,77254.0
Andhra Pradesh,2009,100.64,37.4,21.77,63015.0
Andhra Pradesh,2009,235.58,86.65,70.37,149592.0
Andhra Pradesh,2009,348.37,167.51,128.38,255103.0
Andhra Pradesh,2009,255.31,128.65,75.43,210738.0
Andhra Pradesh,2009,225.28,145.74,54.9,376427.0
Andhra Pradesh,2009,221.74,108.98,51.72,220937.0
Andhra Pradesh,2009,128.61,96.13,40.75,256102.0
Andhra Pradesh,2009,66.0,46.8,31.96,119425.0
Andhra Pradesh,2009,107.75,84.94,51.45,91216.0
Andhra Pradesh,2009,129.41,50.61,33.73,76023.0
Andhra Pradesh,2010,107.69,44.15,30.19,84205.0
Andhra Pradesh,2010,81.45,30.01,20.5,59472.0
Andhra Pradesh,2010,266.43,117.54,69.7,193102.0
Andhra Pradesh,2010,279.71,146.26,111.04,257831.0
Andhra Pradesh,2010,269.12,138.99,73.51,245037.0
Andhra Pradesh,2010,227.15,145.09,50.49,403342.0
Andhra Pradesh,2010,193.4,107.15,39.63,214613.0
Andhra Pradesh,2010,127.51,101.71,35.02,263575.0
Andhra Pradesh,2010,55.04,38.52,23.49,129096.0
Andhra Pradesh,2010,109.78,87.19,44.78,97499.0
Andhra Pradesh,2010,104.98,48.06,25.61,67756.0
Andhra Pradesh,2011,120.13,48.21,14.87,84582.0
Andhra Pradesh,2011,93.01,29.05,11.49,59215.0
Andhra Pradesh,2011,265.43,115.0,59.84,182137.0
Andhra Pradesh,2011,372.59,189.2,107.07,284939.0
Andhra Pradesh,2011,259.12,133.93,42.48,204543.0
Andhra Pradesh,2011,242.9,140.12,32.41,378344.0
Andhra Pradesh,2011,204.03,106.16,33.13,205950.0
Andhra Pradesh,2011,136.27,104.85,22.59,256399.0
Andhra Pradesh,2011,56.94,42.18,16.01,120677.0
Andhra Pradesh,2011,129.66,103.04,44.69,97855.0
Andhra Pradesh,2011,120.85,51.21,24.13,69611.0
Andhra Pradesh,2012,118.53,35.45,13.78,74622.0
Andhra Pradesh,2012,89.95,17.34,9.12,49408.0
Andhra Pradesh,2012,261.59,101.08,49.39,174272.0
Andhra Pradesh,2012,323.65,144.12,86.44,261657.0
Andhra Pradesh,2012,240.08,117.31,45.11,201232.0
Andhra Pradesh,2012,203.08,91.85,22.3,271238.0
Andhra Pradesh,2012,180.04,66.15,24.15,161749.0
Andhra Pradesh,2012,109.9,68.33,18.58,199655.0
Andhra Pradesh,2012,51.79,28.42,7.7,89657.0
Andhra Pradesh,2012,106.17,54.33,28.87,67417.0
Andhra Pradesh,2012,98.76,34.1,17.28,53288.0
Andhra Pradesh,2013,117.08,37.1,14.01,72867.0
Andhra Pradesh,2013,120.3,25.45,17.23,68094.0
Andhra Pradesh,2013,265.16,93.87,47.26,169372.0
Andhra Pradesh,2013,343.13,147.68,104.35,252158.0
Andhra Pradesh,2013,350.13,136.4,58.01,254816.0
Andhra Pradesh,2013,235.1,98.29,18.96,327909.0
Andhra Pradesh,2013,199.1,74.19,24.93,172316.0
Andhra Pradesh,2013,154.17,77.82,22.65,257827.0
Andhra Pradesh,2013,44.01,22.25,10.16,79396.0
Andhra Pradesh,2013,130.81,65.49,21.4,77696.0
Andhra Pradesh,2013,86.19,25.16,17.27,47808.0
Andhra Pradesh,2014,117.75,33.32,23.13,76244.0
Andhra Pradesh,2014,101.02,25.84,16.51,59264.0
Andhra Pradesh,2014,230.34,76.8,65.06,162055.0
Andhra Pradesh,2014,308.66,129.37,102.11,252937.0
Andhra Pradesh,2014,263.96,115.48,60.74,213768.0
Andhra Pradesh,2014,234.46,98.79,30.62,325271.0
Andhra Pradesh,2014,215.6,78.23,36.41,184357.0
Andhra Pradesh,2014,159.84,87.89,25.2,275660.0
Andhra Pradesh,2014,51.13,25.21,10.86,77468.0
Andhra Pradesh,2014,125.17,48.54,23.87,60921.0
Andhra Pradesh,2014,103.48,30.02,17.57,50883.0
Andhra Pradesh,2015,126.26,44.73,16.3,82725.0
Andhra Pradesh,2015,98.91,30.88,10.41,57933.0
Andhra Pradesh,2015,231.6,85.14,53.52,161378.0
Andhra Pradesh,2015,305.99,156.85,92.43,264345.0
Andhra Pradesh,2015,214.97,101.2,44.29,166014.0
Andhra Pradesh,2015,210.12,113.15,27.84,284419.0
Andhra Pradesh,2015,202.53,83.62,26.51,207158.0
Andhra Pradesh,2015,142.75,94.57,21.43,244906.0
Andhra Pradesh,2015,56.4,31.07,13.47,85816.0
Andhra Pradesh,2015,135.56,62.65,24.98,75943.0
Andhra Pradesh,2015,126.78,39.04,15.82,67508.0
Andhra Pradesh,2016,122.09,41.91,26.1,83258.0
Andhra Pradesh,2016,91.5,23.53,16.24,54768.0
Andhra Pradesh,2016,251.07,96.21,62.02,173169.0
Andhra Pradesh,2016,278.72,142.5,108.66,243604.0
Andhra Pradesh,2016,203.13,86.27,47.44,157400.0
Andhra Pradesh,2016,236.38,122.24,38.62,320742.0
Andhra Pradesh,2016,192.83,79.49,43.63,160604.0
Andhra Pradesh,2016,154.19,101.62,29.04,274714.0
Andhra Pradesh,2016,46.96,30.87,10.81,79252.0
Andhra Pradesh,2016,133.76,70.93,28.66,78976.0
Andhra Pradesh,2016,103.36,43.92,21.14,60481.0
Andhra Pradesh,2017,124.94,43.41,29.41,87531.0
Andhra Pradesh,2017,115.32,23.57,17.95,65445.0
Andhra Pradesh,2017,197.19,72.24,66.44,143492.0
Andhra Pradesh,2017,233.06,108.81,102.85,202632.0
Andhra Pradesh,2017,177.41,82.07,43.59,144402.0
Andhra Pradesh,2017,205.5,106.43,29.6,288488.0
Andhra Pradesh,2017,177.63,68.98,37.58,157410.0
Andhra Pradesh,2017,149.88,85.83,26.42,245839.0
Andhra Pradesh,2017,48.21,32.9,15.2,76485.0
Andhra Pradesh,2017,140.44,71.85,38.05,84063.0
Andhra Pradesh,2017,119.69,44.1,24.76,68242.0
Assam,1968,1.99,1.62,3.04,1317.0
Assam,1968,1.36,0.73,1.13,993.0
Assam,1968,-1.0,-1.0,-1.0,0.0
Assam,1968,1.44,0.84,1.18,1158.0
Assam,1968,1.61,0.82,0.81,1400.0
Assam,1968,0.0,0.0,0.0,0.0
Assam,1968,1.12,0.72,1.01,827.0
Assam,1968,0.0,0.0,0.0,0.0
Assam,1968,1.63,1.13,1.27,1038.0
Assam,1968,1.75,1.15,0.74,1164.0
Assam,1969,2.49,1.37,1.07,980.0
Assam,1969,1.62,0.78,0.39,865.0
Assam,1969,-1.0,-1.0,-1.0,0.0
Assam,1969,1.59,0.81,0.53,990.0
Assam,1969,1.74,0.79,0.45,1291.0
Assam,1969,0.0,0.0,0.0,0.0
Assam,1969,1.26,0.57,0.56,698.0
Assam,1969,-1.0,-1.0,-1.0,0.0
Assam,1969,1.86,1.12,0.58,920.0
Assam,1969,1.94,1.04,0.54,1139.0
Assam,1970,2.57,1.45,0.92,979.0
Assam,1970,1.73,0.67,0.4,883.0
Assam,1970,0.0,0.0,0.0,0.0
Assam,1970,1.56,0.85,0.57,1007.0
Assam,1970,1.83,0.67,0.48,1294.0
Assam,1970,0.0,0.0,0.0,0.0
Assam,1970,2.84,1.12,1.28,711.0
Assam,1970,0.0,0.0,0.0,0.0
Assam,1970,2.14,0.75,0.6,893.0
Assam,1970,2.1,0.99,0.56,1190.0
Assam,1971,4.23,1.99,0.66,1383.0
Assam,1971,1.67,0.65,0.65,957.0
Assam,1971,5.47,0.87,0.94,1208.0
Assam,1971,0.8,0.96,0.42,781.0
Assam,1971,1.39,0.75,0.41,1145.0
Assam,1971,0.0,0.0,0.0,0.0
Assam,1971,0.51,0.34,0.8,235.0
Assam,1971,0.0,0.0,0.0,0.0
Assam,1971,1.14,0.9,0.43,657.0
Assam,1971,4.38,1.06,0.47,2014.0
Assam,1973,3.63,0.5,1.58,1217.0
Assam,1973,1.37,0.25,0.5,699.0
Assam,1973,6.87,0.47,1.87,1604.0
Assam,1973,0.68,0.14,0.08,332.0
Assam,1973,1.18,0.12,0.18,679.0
Assam,1973,0.0,0.0,0.0,0.0
Assam,1973,1.05,0.11,0.41,226.0
Assam,1973,3.29,0.97,1.1,83.0
Assam,1973,1.92,0.29,0.48,779.0
Assam,1973,3.29,0.43,1.3,1773.0
Assam,1974,1.56,0.28,0.52,499.0
Assam,1974,1.14,0.08,0.01,423.0
Assam,1974,5.72,0.16,0.28,1182.0
Assam,1974,0.58,0.18,0.24,371.0
Assam,1974,0.66,0.06,0.2,448.0
Assam,1974,0.0,0.0,0.0,0.0
Assam,1974,0.35,0.13,0.07,85.0
Assam,1974,2.4,0.75,0.95,82.0
Assam,1974,0.89,0.11,0.23,363.0
Assam,1974,2.98,0.11,0.22,1181.0
Assam,1975,2.09,0.81,0.68,764.0
Assam,1975,1.02,0.4,0.16,555.0
Assam,1975,3.29,0.76,0.55,917.0
Assam,1975,0.37,0.13,0.19,268.0
Assam,1975,0.91,0.41,0.24,755.0
Assam,1975,1.47,1.09,0.45,348.0
Assam,1975,1.2,0.91,0.38,382.0
Assam,1975,0.0,0.0,0.0,0.0
Assam,1975,1.0,0.47,0.25,528.0
Assam,1975,1.79,0.46,0.32,937.0
Assam,1976,3.14,0.25,0.66,879.0
Assam,1976,0.76,0.04,0.05,300.0
Assam,1976,1.67,0.12,0.41,483.0
Assam,1976,0.38,0.1,0.15,252.0
Assam,1976,0.51,0.06,0.13,340.0
Assam,1976,0.65,0.14,0.17,130.0
Assam,1976,0.53,0.12,0.18,129.0
Assam,1976,0.0,0.0,0.0,0.0
Assam,1976,0.82,0.1,0.12,327.0
Assam,1976,1.12,0.13,0.28,589.0
Assam,1977,5.08,0.3,1.12,1404.0
Assam,1977,1.76,0.05,0.08,668.0
Assam,1977,2.47,0.1,0.5,641.0
Assam,1977,0.76,0.1,0.14,396.0
Assam,1977,2.02,0.08,0.09,1072.0
Assam,1977,0.64,0.1,0.14,111.0
Assam,1977,2.54,0.1,0.52,493.0
Assam,1977,1.42,0.09,0.14,512.0
Assam,1977,1.86,0.14,0.36,878.0
Assam,1978,4.6,0.42,0.82,1266.0
Assam,1978,2.79,0.08,0.21,1093.0
Assam,1978,3.47,0.13,0.32,817.0
Assam,1978,1.24,0.11,0.22,619.0
Assam,1978,2.65,0.12,0.11,1416.0
Assam,1978,0.77,0.08,0.13,124.0
Assam,1978,3.55,0.13,0.33,629.0
Assam,1978,0.0,0.0,0.0,0.0
Assam,1978,1.85,0.1,0.11,641.0
Assam,1978,2.74,0.17,0.51,1277.0
Assam,1979,4.68,0.43,0.35,1198.0
Assam,1979,1.72,0.33,0.12,772.0
Assam,1979,2.21,0.22,0.25,561.0
Assam,1979,1.19,0.15,0.09,567.0
Assam,1979,2.2,0.46,0.15,1388.0
Assam,1979,0.78,0.05,0.06,111.0
Assam,1979,2.27,0.22,0.26,432.0
Assam,1979,0.0,0.0,0.0,0.0
Assam,1979,2.28,0.14,0.16,807.0
Assam,1979,1.95,0.27,0.24,925.0
Assam,1980,5.87,1.47,0.9,1775.0
Assam,1980,4.36,0.57,0.51,1944.0
Assam,1980,3.18,0.6,1.06,1023.0
Assam,1980,1.28,0.37,0.33,793.0
Assam,1980,1.65,0.45,0.54,1313.0
Assam,1980,0.39,0.08,0.17,80.0
Assam,1980,3.15,0.59,1.05,787.0
Assam,1980,0.0,0.0,0.0,0.0
Assam,1980,2.08,0.42,0.44,939.0
Assam,1980,2.45,0.44,0.43,1271.0
Assam,1981,5.88,1.47,0.9,1775.0
Assam,1981,4.35,0.57,0.51,1944.0
Assam,1981,3.16,0.59,1.06,1023.0
Assam,1981,1.26,0.37,0.32,793.0
Assam,1981,1.65,0.45,0.54,1313.0
Assam,1981,0.39,0.08,0.17,80.0
Assam,1981,3.13,0.59,1.05,787.0
Assam,1981,0.0,0.0,0.0,0.0
Assam,1981,2.07,0.42,0.44,939.0
Assam,1981,2.45,0.44,0.42,1271.0
Assam,1982,-1.0,-1.0,-1.0,2150.0
Assam,1982,-1.0,-1.0,-1.0,2602.0
Assam,1982,-1.0,-1.0,-1.0,1194.0
Assam,1982,-1.0,-1.0,-1.0,1186.0
Assam,1982,-1.0,-1.0,-1.0,1462.0
Assam,1982,-1.0,-1.0,-1.0,100.0
Assam,1982,-1.0,-1.0,-1.0,919.0
Assam,1982,-1.0,-1.0,-1.0,0.0
Assam,1982,-1.0,-1.0,-1.0,1638.0
Assam,1982,-1.0,-1.0,-1.0,1663.0
Assam,1983,-1.0,-1.0,-1.0,2318.0
Assam,1983,-1.0,-1.0,-1.0,1690.0
Assam,1983,-1.0,-1.0,-1.0,3073.0
Assam,1983,-1.0,-1.0,-1.0,877.0
Assam,1983,-1.0,-1.0,-1.0,1676.0
Assam,1983,-1.0,-1.0,-1.0,180.0
Assam,1983,-1.0,-1.0,-1.0,393.0
Assam,1983,-1.0,-1.0,-1.0,3492.0
Assam,1983,-1.0,-1.0,-1.0,3605.0
Assam,1984,-1.0,-1.0,-1.0,1850.0
Assam,1984,-1.0,-1.0,-1.0,1425.0
Assam,1984,-1.0,-1.0,-1.0,1049.0
Assam,1984,-1.0,-1.0,-1.0,2350.0
Assam,1984,-1.0,-1.0,-1.0,2015.0
Assam,1984,-1.0,-1.0,-1.0,149.0
Assam,1984,-1.0,-1.0,-1.0,808.0
Assam,1984,-1.0,-1.0,-1.0,13.0
Assam,1984,-1.0,-1.0,-1.0,1693.0
Assam,1984,-1.0,-1.0,-1.0,2446.0
Assam,1985,-1.0,-1.0,-1.0,2163.0
Assam,1985,-1.0,-1.0,-1.0,1999.0
Assam,1985,-1.0,-1.0,-1.0,1581.0
Assam,1985,-1.0,-1.0,-1.0,1549.0
Assam,1985,-1.0,-1.0,-1.0,2781.0
Assam,1985,-1.0,-1.0,-1.0,148.0
Assam,1985,-1.0,-1.0,-1.0,1217.0
Assam,1985,-1.0,-1.0,-1.0,34.0
Assam,1985,-1.0,-1.0,-1.0,1476.0
Assam,1985,-1.0,-1.0,-1.0,3792.0
Assam,1986,-1.0,-1.0,-1.0,1650.0
Assam,1986,-1.0,-1.0,-1.0,1636.0
Assam,1986,-1.0,-1.0,-1.0,1459.0
Assam,1986,-1.0,-1.0,-1.0,2124.0
Assam,1986,-1.0,-1.0,-1.0,2718.0
Assam,1986,-1.0,-1.0,-1.0,113.0
Assam,1986,-1.0,-1.0,-1.0,1123.0
Assam,1986,-1.0,-1.0,-1.0,54.0
Assam,1986,-1.0,-1.0,-1.0,2073.0
Assam,1986,-1.0,-1.0,-1.0,3849.0
Assam,1987,-1.0,-1.0,-1.0,2494.0
Assam,1987,-1.0,-1.0,-1.0,3257.0
Assam,1987,-1.0,-1.0,-1.0,1528.0
Assam,1987,-1.0,-1.0,-1.0,3689.0
Assam,1987,-1.0,-1.0,-1.0,3721.0
Assam,1987,-1.0,-1.0,-1.0,298.0
Assam,1987,-1.0,-1.0,-1.0,1177.0
Assam,1987,-1.0,-1.0,-1.0,65.0
Assam,1987,-1.0,-1.0,-1.0,2739.0
Assam,1987,-1.0,-1.0,-1.0,4808.0
Assam,1988,-1.0,-1.0,-1.0,2777.0
Assam,1988,-1.0,-1.0,-1.0,3016.0
Assam,1988,-1.0,-1.0,-1.0,1217.0
Assam,1988,-1.0,-1.0,-1.0,3939.0
Assam,1988,-1.0,-1.0,-1.0,4097.0
Assam,1988,-1.0,-1.0,-1.0,264.0
Assam,1988,-1.0,-1.0,-1.0,937.0
Assam,1988,-1.0,-1.0,-1.0,90.0
Assam,1988,-1.0,-1.0,-1.0,3931.0
Assam,1988,-1.0,-1.0,-1.0,5564.0
Assam,1989,-1.0,-1.0,-1.0,2656.0
Assam,1989,-1.0,-1.0,-1.0,3229.0
Assam,1989,-1.0,-1.0,-1.0,1345.0
Assam,1989,-1.0,-1.0,-1.0,3421.0
Assam,1989,-1.0,-1.0,-1.0,3516.0
Assam,1989,-1.0,-1.0,-1.0,378.0
Assam,1989,-1.0,-1.0,-1.0,1036.0
Assam,1989,-1.0,-1.0,-1.0,153.0
Assam,1989,-1.0,-1.0,-1.0,3478.0
Assam,1989,-1.0,-1.0,-1.0,3395.0
Assam,1990,-1.0,-1.0,-1.0,3431.0
Assam,1990,-1.0,-1.0,-1.0,3312.0
Assam,1990,-1.0,-1.0,-1.0,3269.0
Assam,1990,-1.0,-1.0,-1.0,4800.0
Assam,1990,-1.0,-1.0,-1.0,6707.0
Assam,1990,-1.0,-1.0,-1.0,648.0
Assam,1990,-1.0,-1.0,-1.0,1657.0
Assam,1990,-1.0,-1.0,-1.0,145.0
Assam,1990,-1.0,-1.0,-1.0,5963.0
Assam,1990,-1.0,-1.0,-1.0,7740.0
Assam,1991,-1.0,-1.0,-1.0,3076.0
Assam,1991,-1.0,-1.0,-1.0,3407.0
Assam,1991,-1.0,-1.0,-1.0,3238.0
Assam,1991,-1.0,-1.0,-1.0,3791.0
Assam,1991,-1.0,-1.0,-1.0,7272.0
Assam,1991,-1.0,-1.0,-1.0,817.0
Assam,1991,-1.0,-1.0,-1.0,1266.0
Assam,1991,-1.0,-1.0,-1.0,138.0
Assam,1991,-1.0,-1.0,-1.0,6764.0
Assam,1991,-1.0,-1.0,-1.0,5752.0
Assam,1992,8.96,1.7,1.91,2800.0
Assam,1992,3.28,1.16,1.19,2082.0
Assam,1992,2.71,1.41,1.47,1223.0
Assam,1992,5.83,1.81,2.24,4076.0
Assam,1992,4.9,1.92,2.3,4632.0
Assam,1992,0.38,0.13,0.12,82.0
Assam,1992,1.99,1.04,1.17,699.0
Assam,1992,1.16,0.38,0.45,53.0
Assam,1992,16.42,2.48,2.52,7089.0
Assam,1992,3.56,2.52,2.02,3173.0
Assam,1993,16.75,1.48,1.99,4418.0
Assam,1993,6.62,1.37,1.17,3445.0
Assam,1993,9.25,1.2,1.74,2703.0
Assam,1993,7.31,1.56,0.83,3968.0
Assam,1993,9.62,3.14,8.64,11003.0
Assam,1993,0.23,0.06,0.08,48.0
Assam,1993,4.43,0.58,0.47,894.0
Assam,1993,0.86,0.11,0.14,31.0
Assam,1993,25.15,2.77,3.13,10420.0
Assam,1993,11.75,2.25,2.24,6242.0
Assam,1994,14.93,0.4,3.32,4060.0
Assam,1994,5.24,0.93,1.95,3053.0
Assam,1994,10.35,1.11,4.09,3321.0
Assam,1994,6.7,1.01,2.93,4090.0
Assam,1994,8.54,2.53,7.97,9461.0
Assam,1994,0.14,0.22,0.0,47.0
Assam,1994,2.21,0.22,0.73,515.0
Assam,1994,0.17,0.0,0.0,5.0
Assam,1994,16.4,2.8,5.65,8129.0
Assam,1994,6.27,1.47,3.65,4332.0
Assam,1995,11.63,1.12,5.83,4137.0
Assam,1995,5.35,0.78,2.59,3297.0
Assam,1995,5.01,0.72,4.31,2184.0
Assam,1995,10.86,2.13,6.05,7580.0
Assam,1995,11.72,5.2,15.79,16561.0
Assam,1995,0.41,0.08,0.0,66.0
Assam,1995,2.29,0.25,0.75,532.0
Assam,1995,0.25,0.0,0.0,7.0
Assam,1995,14.01,2.44,14.06,9808.0
Assam,1995,7.34,1.16,4.67,4969.0
Assam,1996,15.86,1.4,3.43,4607.0
Assam,1996,8.3,1.81,2.77,4861.0
Assam,1996,7.7,1.3,6.58,3386.0
Assam,1996,5.8,1.29,4.58,4648.0
Assam,1996,11.39,2.92,6.95,10770.0
Assam,1996,0.52,0.17,0.14,109.0
Assam,1996,5.9,1.05,6.91,2246.0
Assam,1996,0.5,0.0,0.0,14.0
Assam,1996,32.07,4.98,20.55,18519.0
Assam,1996,11.64,2.05,3.94,6651.0
Assam,1997,11.81,2.99,8.42,5204.0
Assam,1997,11.58,4.98,5.95,8466.0
Assam,1997,11.98,6.91,7.08,5675.0
Assam,1997,14.81,4.2,6.67,10312.0
Assam,1997,13.8,6.94,8.02,14628.0
Assam,1997,1.05,0.48,0.39,253.0
Assam,1997,1.64,0.42,0.43,392.0
Assam,1997,1.7,0.5,0.35,72.0
Assam,1997,35.43,12.21,10.55,18998.0
Assam,1997,9.39,4.43,4.66,6975.0
Assam,1998,15.15,4.5,0.88,4665.0
Assam,1998,12.87,5.92,1.97,7602.0
Assam,1998,20.34,11.04,6.49,8364.0
Assam,1998,17.26,8.14,4.9,12268.0
Assam,1998,18.46,8.43,5.55,16211.0
Assam,1998,1.11,0.42,0.06,197.0
Assam,1998,2.26,1.5,0.57,621.0
Assam,1998,0.39,0.27,0.12,20.0
Assam,1998,43.75,15.56,6.7,21953.0
Assam,1998,10.66,5.52,1.18,6201.0
Assam,1999,18.52,6.25,3.1,6517.0
Assam,1999,16.45,8.39,6.4,11389.0
Assam,1999,24.56,13.47,11.22,11050.0
Assam,1999,24.93,13.15,11.77,20195.0
Assam,1999,24.69,14.06,9.73,24549.0
Assam,1999,2.65,1.39,0.42,550.0
Assam,1999,5.02,2.18,1.71,1353.0
Assam,1999,0.43,0.21,0.18,23.0
Assam,1999,51.95,16.74,13.06,27456.0
Assam,1999,8.67,6.37,4.41,7029.0
Assam,2000,19.41,7.75,4.31,7208.0
Assam,2000,20.54,11.54,9.66,15535.0
Assam,2000,26.1,16.46,12.87,13595.0
Assam,2000,32.9,17.97,18.86,27954.0
Assam,2000,33.36,18.78,16.3,35267.0
Assam,2000,4.08,2.61,0.59,921.0
Assam,2000,4.55,1.71,1.69,1293.0
Assam,2000,0.71,0.64,0.28,46.0
Assam,2000,59.27,19.13,14.45,31209.0
Assam,2000,9.3,6.06,4.76,7589.0
Assam,2001,20.51,9.0,5.93,8156.0
Assam,2001,24.89,15.73,13.41,20042.0
Assam,2001,27.44,16.86,12.86,13572.0
Assam,2001,37.8,22.43,24.72,34224.0
Assam,2001,35.19,19.66,17.09,36948.0
Assam,2001,3.56,2.19,0.55,796.0
Assam,2001,4.36,1.53,2.08,1300.0
Assam,2001,0.67,0.53,0.32,43.0
Assam,2001,50.95,22.75,14.67,28901.0
Assam,2001,10.59,6.93,6.4,8969.0
Assam,2002,23.43,11.32,8.03,9790.0
Assam,2002,27.06,17.08,14.99,21528.0
Assam,2002,25.94,15.67,13.08,12947.0
Assam,2002,53.99,27.91,33.04,45974.0
Assam,2002,41.43,22.01,20.01,42348.0
Assam,2002,3.57,2.08,0.57,786.0
Assam,2002,5.03,1.5,2.41,1448.0
Assam,2002,0.67,0.53,0.32,43.0
Assam,2002,49.44,24.24,16.83,29562.0
Assam,2002,13.11,7.63,7.36,10475.0
Assam,2003,24.91,12.8,9.17,10773.0
Assam,2003,28.13,20.07,17.85,24029.0
Assam,2003,27.29,17.98,13.49,13853.0
Assam,2003,57.32,31.84,34.91,49568.0
Assam,2003,40.75,21.53,20.46,42040.0
Assam,2003,3.41,1.96,0.57,754.0
Assam,2003,6.22,2.38,2.95,1873.0
Assam,2003,0.72,0.5,0.32,43.0
Assam,2003,52.25,27.72,20.74,32822.0
Assam,2003,15.78,9.81,9.51,13089.0
Assam,2004,23.85,12.22,9.32,10418.0
Assam,2004,25.2,16.89,15.55,20985.0
Assam,2004,23.94,15.52,11.39,11958.0
Assam,2004,30.0,24.96,23.8,31473.0
Assam,2004,38.3,30.88,16.12,43365.0
Assam,2004,3.45,1.98,0.59,761.0
Assam,2004,6.79,2.98,2.75,2037.0
Assam,2004,0.75,0.53,0.32,45.0
Assam,2004,48.15,25.77,18.48,30140.0
Assam,2004,14.81,9.37,6.17,11312.0
Assam,2005,27.15,13.3,10.23,11634.0
Assam,2005,18.15,12.57,11.39,15328.0
Assam,2005,30.98,21.81,14.9,15919.0
Assam,2005,66.3,35.92,39.2,56514.0
Assam,2005,43.0,28.12,24.13,48429.0
Assam,2005,5.45,2.81,2.62,1375.0
Assam,2005,5.73,2.88,1.91,1710.0
Assam,2005,0.92,0.67,0.64,63.0
Assam,2005,51.37,27.91,20.7,32614.0
Assam,2005,18.06,9.76,8.65,13594.0
Assam,2006,34.41,16.23,16.01,15299.0
Assam,2006,28.08,12.35,9.97,18347.0
Assam,2006,23.21,14.29,13.54,12002.0
Assam,2006,67.98,30.98,39.21,55216.0
Assam,2006,45.17,21.17,20.39,44095.0
Assam,2006,6.8,2.3,3.02,1532.0
Assam,2006,9.69,2.99,1.95,2382.0
Assam,2006,1.7,0.99,0.43,88.0
Assam,2006,59.5,37.73,30.49,41661.0
Assam,2006,17.02,7.57,6.48,11582.0
Assam,2007,30.85,17.02,16.97,14882.0
Assam,2007,21.96,12.65,14.69,17950.0
Assam,2007,26.54,12.96,15.8,13005.0
Assam,2007,49.51,25.99,23.11,39403.0
Assam,2007,58.78,31.13,30.86,61406.0
Assam,2007,8.4,4.44,3.65,2084.0
Assam,2007,9.12,2.66,1.99,2238.0
Assam,2007,1.67,1.21,0.57,97.0
Assam,2007,72.07,39.36,43.98,50693.0
Assam,2007,15.43,7.18,7.05,11058.0
Assam,2008,31.5,13.69,14.57,14443.0
Assam,2008,37.9,19.33,20.73,28754.0
Assam,2008,26.4,10.96,12.36,12141.0
Assam,2008,59.85,24.19,26.67,43991.0
Assam,2008,58.4,21.07,30.77,56631.0
Assam,2008,6.03,1.41,3.24,1349.0
Assam,2008,7.87,4.85,5.02,2976.0
Assam,2008,1.81,2.02,2.2,170.0
Assam,2008,66.75,28.03,34.29,42287.0
Assam,2008,24.63,9.73,10.41,16835.0
Assam,2009,39.86,16.46,16.23,17535.0
Assam,2009,46.33,15.97,26.47,32748.0
Assam,2009,32.63,15.99,21.02,17008.0
Assam,2009,61.26,22.43,32.7,46247.0
Assam,2009,58.93,21.49,29.68,56559.0
Assam,2009,7.0,3.59,2.94,1710.0
Assam,2009,11.38,4.64,4.75,3483.0
Assam,2009,3.27,2.59,2.38,232.0
Assam,2009,62.8,29.99,32.33,40994.0
Assam,2009,31.6,11.64,19.26,23506.0
Assam,2010,41.14,14.32,15.03,17039.0
Assam,2010,48.39,16.57,28.17,34354.0
Assam,2010,33.45,15.0,20.77,16904.0
Assam,2010,62.83,20.33,36.86,47688.0
Assam,2010,62.15,22.49,34.78,61346.0
Assam,2010,7.79,3.26,2.7,1738.0
Assam,2010,12.57,3.24,4.85,3465.0
Assam,2010,6.82,2.59,4.01,378.0
Assam,2010,63.28,28.67,34.53,41436.0
Assam,2010,32.39,10.27,18.94,23170.0
Assam,2011,41.14,14.32,15.03,17039.0
Assam,2011,58.38,17.42,30.12,39078.0
Assam,2011,33.45,15.0,20.77,16904.0
Assam,2011,72.1,21.12,38.68,52412.0
Assam,2011,82.96,24.26,38.54,74873.0
Assam,2011,7.79,3.26,2.7,1738.0
Assam,2011,15.79,3.24,4.85,4005.0
Assam,2011,6.82,2.59,4.01,378.0
Assam,2011,74.53,29.62,36.73,46157.0
Assam,2011,32.39,10.27,18.94,23170.0
Assam,2012,27.68,4.81,4.99,10149.0
Assam,2012,49.58,13.84,16.21,29159.0
Assam,2012,22.51,7.64,4.26,9014.0
Assam,2012,73.36,19.25,17.55,40804.0
Assam,2012,84.06,21.07,38.7,64422.0
Assam,2012,26.99,2.12,0.49,3773.0
Assam,2012,28.89,5.97,6.22,7540.0
Assam,2012,6.4,3.86,0.9,471.0
Assam,2012,76.4,23.3,34.47,39173.0
Assam,2012,17.77,6.28,2.99,11224.0
Assam,2013,31.51,6.88,11.21,13306.0
Assam,2013,63.78,17.79,33.28,41487.0
Assam,2013,29.28,8.26,16.24,15060.0
