State,Year,Fertilizer_N,Fertilizer_P,Fertilizer_K,Fertilizer_Total
Karnataka,2017,141.25,76.36,27.75,201205.0
Karnataka,2017,59.24,38.77,10.58,128842.0
Karnataka,2017,39.65,24.89,37.39,24937.0
Karnataka,2017,79.0,36.44,34.59,16676.0
Karnataka,2017,119.22,72.68,82.18,45190.0
Kerala,1968,26.5,17.54,19.05,10547.0
Kerala,1968,5.25,4.35,4.13,4034.0
Kerala,1968,11.52,9.07,9.06,6441.0
Kerala,1968,17.1,12.25,16.24,14639.0
Kerala,1968,8.9,7.06,7.58,8590.0
Kerala,1968,-1.0,-1.0,-1.0,0.0
Kerala,1968,17.96,5.12,4.6,7652.0
Kerala,1968,12.4,8.93,10.03,7005.0
Kerala,1968,21.83,15.26,17.0,7465.0
Kerala,1968,13.39,9.79,8.64,4821.0
Kerala,1969,19.89,14.02,13.64,7947.0
Kerala,1969,5.54,4.32,3.16,3868.0
Kerala,1969,10.22,8.91,6.74,5625.0
Kerala,1969,17.74,13.01,13.34,14194.0
Kerala,1969,8.07,6.12,4.92,7078.0
Kerala,1969,-1.0,-1.0,-1.0,292.0
Kerala,1969,15.54,3.98,2.97,6232.0
Kerala,1969,10.0,7.71,7.24,5622.0
Kerala,1969,18.0,11.75,10.59,5567.0
Kerala,1969,10.73,7.83,5.58,3658.0
Kerala,1970,22.65,13.94,13.72,8196.0
Kerala,1970,5.25,3.38,3.32,3586.0
Kerala,1970,14.21,9.1,11.08,7516.0
Kerala,1970,13.75,10.51,11.63,11488.0
Kerala,1970,10.15,7.9,8.26,4176.0
Kerala,1970,6.02,3.12,2.84,2508.0
Kerala,1970,14.56,2.22,1.43,5176.0
Kerala,1970,8.06,4.91,7.01,4545.0
Kerala,1970,19.08,8.97,9.63,5225.0
Kerala,1970,12.25,6.16,6.64,3798.0
Kerala,1971,26.29,15.23,16.03,9429.0
Kerala,1971,6.59,3.78,3.88,4314.0
Kerala,1971,14.33,8.78,10.06,7381.0
Kerala,1971,14.71,9.35,13.59,12088.0
Kerala,1971,11.15,8.32,8.86,4470.0
Kerala,1971,8.65,4.67,4.35,3713.0
Kerala,1971,19.38,3.45,3.64,7601.0
Kerala,1971,10.63,5.23,6.32,5101.0
Kerala,1971,20.94,10.62,11.72,5979.0
Kerala,1971,16.9,7.3,7.91,4925.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1972,-1.0,-1.0,-1.0,-1.0
Kerala,1973,29.89,19.77,19.98,11343.0
Kerala,1973,7.42,4.89,5.65,5686.0
Kerala,1973,16.51,12.7,12.75,9138.0
Kerala,1973,15.42,11.98,12.31,12533.0
Kerala,1973,15.71,9.62,10.34,5908.0
Kerala,1973,11.63,7.23,7.37,5533.0
Kerala,1973,20.59,10.03,11.86,12419.0
Kerala,1973,8.6,7.04,6.99,5196.0
Kerala,1973,28.46,17.43,22.0,9408.0
Kerala,1973,13.25,7.95,9.55,4682.0
Kerala,1974,32.8,19.74,19.18,11790.0
Kerala,1974,5.75,3.53,4.15,4268.0
Kerala,1974,15.55,8.33,7.31,6831.0
Kerala,1974,13.02,8.29,9.26,9676.0
Kerala,1974,12.13,7.21,6.21,4251.0
Kerala,1974,12.03,4.51,5.49,4637.0
Kerala,1974,20.06,8.18,8.68,10820.0
Kerala,1974,7.4,4.9,5.52,4090.0
Kerala,1974,24.9,12.33,13.91,7125.0
Kerala,1974,11.86,6.48,7.17,3876.0
Kerala,1975,29.67,17.29,13.8,9060.0
Kerala,1975,5.84,2.96,3.04,4047.0
Kerala,1975,13.12,6.74,7.36,5690.0
Kerala,1975,11.17,7.28,9.41,8603.0
Kerala,1975,6.75,3.79,4.08,3404.0
Kerala,1975,12.17,4.34,4.13,4406.0
Kerala,1975,32.47,8.79,9.41,11122.0
Kerala,1975,10.1,5.16,5.7,4352.0
Kerala,1975,22.16,8.46,12.01,6884.0
Kerala,1975,14.24,6.54,7.42,4103.0
Kerala,1976,31.0,16.24,21.6,10190.0
Kerala,1976,6.94,4.01,4.97,5555.0
Kerala,1976,13.97,7.09,8.61,6308.0
Kerala,1976,14.05,8.86,12.5,10988.0
Kerala,1976,8.62,5.88,6.28,4888.0
Kerala,1976,10.35,4.34,5.16,4236.0
Kerala,1976,32.44,7.2,8.46,10603.0
Kerala,1976,10.36,5.52,6.69,4640.0
Kerala,1976,22.85,9.74,15.83,7751.0
Kerala,1976,14.64,7.15,7.98,4347.0
Kerala,1977,36.11,18.72,26.28,11480.0
Kerala,1977,7.32,4.77,7.05,7060.0
Kerala,1977,14.94,9.62,10.69,7530.0
Kerala,1977,17.01,10.82,14.79,13250.0
Kerala,1977,11.68,8.8,9.79,7040.0
Kerala,1977,12.17,6.13,7.39,5330.0
Kerala,1977,35.0,7.68,11.19,11650.0
Kerala,1977,9.75,7.52,8.59,5330.0
Kerala,1977,22.09,10.2,18.09,8060.0
Kerala,1977,16.32,8.19,9.03,4830.0
Kerala,1978,37.22,20.34,27.04,12067.0
Kerala,1978,8.25,5.34,8.62,8348.0
Kerala,1978,19.91,11.52,14.19,9781.0
Kerala,1978,24.23,15.03,18.03,17933.0
Kerala,1978,17.01,11.82,14.23,9742.0
Kerala,1978,14.0,6.74,8.82,6137.0
Kerala,1978,40.32,9.85,12.41,13477.0
Kerala,1978,15.23,8.81,11.51,7320.0
Kerala,1978,24.84,11.64,20.54,9023.0
Kerala,1978,20.15,10.01,11.49,6036.0
Kerala,1979,41.31,20.88,31.36,13542.0
Kerala,1979,8.55,6.06,9.34,8984.0
Kerala,1979,18.81,12.31,15.61,9987.0
Kerala,1979,23.07,16.84,20.26,18723.0
Kerala,1979,16.59,12.47,15.09,9927.0
Kerala,1979,14.31,7.33,10.38,6602.0
Kerala,1979,11.44,11.66,14.56,7988.0
Kerala,1979,14.71,9.59,12.38,7549.0
Kerala,1979,25.11,11.94,20.5,9043.0
Kerala,1979,19.92,11.06,12.45,6269.0
Kerala,1980,38.81,20.98,34.68,13694.0
Kerala,1980,8.42,6.0,9.07,8576.0
Kerala,1980,17.7,11.94,14.4,9263.0
Kerala,1980,20.95,14.76,18.56,16873.0
Kerala,1980,13.63,9.96,13.87,8491.0
Kerala,1980,12.88,7.26,10.77,6217.0
Kerala,1980,40.37,10.64,13.57,13804.0
Kerala,1980,13.95,9.36,11.11,7096.0
Kerala,1980,20.83,10.97,18.73,7923.0
Kerala,1980,16.05,9.95,12.91,5594.0
Kerala,1981,38.79,20.97,34.66,13694.0
Kerala,1981,8.81,6.27,9.48,8576.0
Kerala,1981,17.67,11.91,14.37,9263.0
Kerala,1981,20.93,14.75,18.55,16873.0
Kerala,1981,13.25,9.68,13.48,8491.0
Kerala,1981,12.85,7.24,10.74,6217.0
Kerala,1981,40.55,10.69,13.63,13804.0
Kerala,1981,13.96,9.37,11.12,7096.0
Kerala,1981,20.87,10.99,18.77,7923.0
Kerala,1981,16.09,9.97,12.94,5594.0
Kerala,1982,39.08,23.51,29.34,13294.0
Kerala,1982,7.6,6.1,8.47,7851.0
Kerala,1982,12.72,11.82,12.49,7787.0
Kerala,1982,19.92,14.43,15.19,15488.0
Kerala,1982,16.98,14.18,29.1,14273.0
Kerala,1982,13.14,8.53,13.59,7106.0
Kerala,1982,46.07,9.84,18.29,15743.0
Kerala,1982,18.43,13.3,15.99,9884.0
Kerala,1982,25.3,13.12,19.66,9103.0
Kerala,1982,26.21,14.08,24.7,9323.0
Kerala,1983,62.72,31.07,42.39,14200.0
Kerala,1983,12.14,8.46,9.99,10970.0
Kerala,1983,30.42,17.4,18.21,13860.0
Kerala,1983,37.16,17.31,20.04,23190.0
Kerala,1983,23.55,14.1,15.43,12360.0
Kerala,1983,17.79,10.55,13.23,8390.0
Kerala,1983,59.87,16.55,17.21,20070.0
Kerala,1983,16.36,10.55,11.43,9490.0
Kerala,1983,30.97,16.09,19.54,10430.0
Kerala,1983,19.75,12.31,13.35,6530.0
Kerala,1984,52.37,25.73,37.74,11912.0
Kerala,1984,13.17,9.05,10.98,11932.0
Kerala,1984,25.2,16.85,16.02,12221.0
Kerala,1984,32.0,18.97,18.97,21929.0
Kerala,1984,19.5,14.31,16.2,11790.0
Kerala,1984,19.01,10.54,14.18,8840.0
Kerala,1984,49.97,16.54,17.47,17960.0
Kerala,1984,22.85,16.63,16.74,13832.0
Kerala,1984,29.58,15.42,24.53,10911.0
Kerala,1984,19.6,11.83,12.09,6248.0
Kerala,1985,39.64,20.45,39.6,10271.0
Kerala,1985,14.84,10.62,16.43,15260.0
Kerala,1985,27.81,18.04,24.48,14884.0
Kerala,1985,31.63,20.17,21.89,23237.0
Kerala,1985,19.12,13.53,22.22,12978.0
Kerala,1985,20.15,11.8,17.24,9901.0
Kerala,1985,50.51,16.76,19.98,18851.0
Kerala,1985,27.45,19.32,22.41,16871.0
Kerala,1985,29.27,14.89,30.29,11605.0
Kerala,1985,22.14,14.19,15.91,7472.0
Kerala,1986,47.14,23.77,49.3,12241.0
Kerala,1986,16.49,11.6,19.53,17367.0
Kerala,1986,27.88,18.45,30.93,16439.0
Kerala,1986,29.14,18.37,22.02,22200.0
Kerala,1986,19.36,14.7,23.93,13791.0
Kerala,1986,21.71,12.34,18.46,10686.0
Kerala,1986,48.79,17.11,23.83,19477.0
Kerala,1986,27.79,20.01,23.95,17690.0
Kerala,1986,32.24,16.59,36.02,13435.0
Kerala,1986,21.84,14.71,18.92,8037.0
Kerala,1987,41.75,28.91,39.8,11596.0
Kerala,1987,19.19,15.89,21.16,20855.0
Kerala,1987,33.07,25.88,35.32,20324.0
Kerala,1987,38.86,27.78,33.15,32344.0
Kerala,1987,24.97,21.71,30.85,18217.0
Kerala,1987,25.43,16.44,22.26,12994.0
Kerala,1987,49.18,19.2,23.59,19684.0
Kerala,1987,33.43,27.93,27.0,21632.0
Kerala,1987,38.53,22.04,38.06,15370.0
Kerala,1987,26.27,21.07,18.65,9474.0
Kerala,1988,48.38,27.11,52.23,13442.0
Kerala,1988,18.91,14.71,22.05,20587.0
Kerala,1988,39.21,28.82,49.47,25263.0
Kerala,1988,51.1,32.29,52.67,44188.0
Kerala,1988,32.94,22.43,49.65,24800.0
Kerala,1988,23.98,15.18,23.04,12601.0
Kerala,1988,57.43,20.52,34.56,24270.0
Kerala,1988,34.97,29.14,28.49,22647.0
Kerala,1988,37.06,20.04,44.56,15843.0
Kerala,1988,26.35,19.99,25.51,10286.0
Kerala,1989,52.31,26.89,53.41,14047.0
Kerala,1989,18.43,12.28,23.66,20387.0
Kerala,1989,36.29,24.46,46.55,23380.0
Kerala,1989,48.49,32.45,60.16,46230.0
Kerala,1989,29.5,20.95,52.38,24317.0
Kerala,1989,21.81,10.97,22.05,11241.0
Kerala,1989,55.0,21.09,36.78,24732.0
Kerala,1989,36.77,25.72,26.43,21756.0
Kerala,1989,37.53,20.22,45.38,15944.0
Kerala,1989,28.08,17.8,25.58,10420.0
Kerala,1990,58.55,34.37,50.94,15203.0
Kerala,1990,18.37,14.06,23.79,21553.0
Kerala,1990,45.48,27.43,52.47,27555.0
Kerala,1990,54.91,31.58,69.03,51538.0
Kerala,1990,30.5,19.73,53.42,24648.0
Kerala,1990,25.51,14.4,26.1,13864.0
Kerala,1990,61.29,25.65,44.16,28450.0
Kerala,1990,53.56,36.11,29.44,28980.0
Kerala,1990,41.39,23.29,48.18,17374.0
Kerala,1990,48.93,29.41,26.97,15215.0
Kerala,1991,39.8,21.94,42.09,10928.0
Kerala,1991,18.73,14.28,24.0,21866.0
Kerala,1991,44.47,27.17,45.56,25790.0
Kerala,1991,45.92,29.54,64.98,46704.0
Kerala,1991,28.4,21.75,57.24,25561.0
Kerala,1991,24.86,15.97,2.79,9111.0
Kerala,1991,56.3,27.26,41.04,27068.0
Kerala,1991,36.6,24.41,26.98,21374.0
Kerala,1991,46.71,25.37,50.95,19040.0
Kerala,1991,33.02,22.32,26.71,11877.0
Kerala,1992,43.3,22.28,37.87,10865.0
Kerala,1992,21.95,14.28,20.8,22079.0
Kerala,1992,43.06,23.21,33.39,21890.0
Kerala,1992,43.78,25.28,48.48,38897.0
Kerala,1992,35.59,19.48,44.29,23644.0
Kerala,1992,27.14,15.13,18.54,12676.0
Kerala,1992,58.09,25.27,32.12,25228.0
Kerala,1992,37.52,25.57,24.4,21235.0
Kerala,1992,38.57,19.68,37.64,14833.0
Kerala,1992,34.88,23.22,22.26,11621.0
Kerala,1993,46.05,19.98,38.32,10814.0
Kerala,1993,16.76,7.81,17.92,16704.0
Kerala,1993,39.78,18.83,40.31,21504.0
Kerala,1993,46.32,18.55,47.91,37446.0
Kerala,1993,25.97,13.34,37.0,18197.0
Kerala,1993,25.73,10.78,19.29,11746.0
Kerala,1993,66.2,21.1,28.86,23258.0
Kerala,1993,30.54,14.73,20.79,15999.0
Kerala,1993,38.99,16.88,30.66,13474.0
Kerala,1993,26.79,12.84,13.48,7689.0
Kerala,1994,54.84,23.71,42.88,12501.0
Kerala,1994,22.76,12.52,20.97,21655.0
Kerala,1994,47.01,23.84,40.26,24483.0
Kerala,1994,53.8,24.09,58.42,46045.0
Kerala,1994,34.68,19.68,39.46,22371.0
Kerala,1994,33.73,14.5,20.75,14402.0
Kerala,1994,63.74,24.15,33.44,25414.0
Kerala,1994,34.75,18.51,27.67,19328.0
Kerala,1994,44.78,20.66,37.77,15867.0
Kerala,1994,34.94,20.07,26.93,11810.0
Kerala,1995,52.34,20.28,30.71,10700.0
Kerala,1995,20.85,11.02,18.68,19964.0
Kerala,1995,39.97,23.17,53.41,25836.0
Kerala,1995,51.72,28.27,50.48,45104.0
Kerala,1995,36.05,18.48,42.83,23386.0
Kerala,1995,25.05,11.34,17.04,11070.0
Kerala,1995,67.97,23.62,30.74,25430.0
Kerala,1995,31.46,18.41,20.19,16980.0
Kerala,1995,38.39,16.95,30.13,13360.0
Kerala,1995,36.24,18.36,24.48,11490.0
Kerala,1996,48.97,20.22,29.27,10220.0
Kerala,1996,19.38,11.03,17.21,18593.0
Kerala,1996,44.39,23.38,34.02,22770.0
Kerala,1996,46.84,23.19,35.89,37085.0
Kerala,1996,39.1,19.39,37.34,22921.0
Kerala,1996,34.84,13.45,18.44,13756.0
Kerala,1996,61.01,20.08,24.38,22100.0
Kerala,1996,30.27,17.97,18.38,16126.0
Kerala,1996,42.15,19.92,35.1,15266.0
Kerala,1996,28.22,17.64,13.75,8741.0
Kerala,1997,47.21,21.57,33.16,10521.0
Kerala,1997,20.06,12.09,21.44,20891.0
Kerala,1997,42.97,24.77,58.37,28193.0
Kerala,1997,51.16,25.7,58.51,47430.0
Kerala,1997,36.53,20.38,46.74,24886.0
Kerala,1997,33.51,12.95,27.42,15168.0
Kerala,1997,62.49,24.19,41.73,27229.0
Kerala,1997,27.07,16.95,24.11,16435.0
Kerala,1997,43.02,25.91,41.24,17453.0
Kerala,1997,30.63,19.6,26.76,11277.0
Kerala,1998,44.59,18.63,29.47,9467.0
Kerala,1998,21.48,11.34,14.15,17903.0
Kerala,1998,41.01,21.75,33.84,21569.0
Kerala,1998,51.36,23.42,35.54,38861.0
Kerala,1998,35.1,19.84,30.87,20494.0
Kerala,1998,27.06,13.16,12.52,10759.0
Kerala,1998,69.99,26.79,22.34,26010.0
Kerala,1998,26.12,17.09,13.57,13544.0
Kerala,1998,42.94,22.12,28.35,14380.0
Kerala,1998,27.52,16.7,13.92,8500.0
Kerala,1999,59.02,23.63,44.71,12818.0
Kerala,1999,20.7,12.17,21.18,20695.0
Kerala,1999,43.85,23.5,45.6,24388.0
Kerala,1999,53.89,26.87,48.79,45773.0
Kerala,1999,33.83,18.67,52.17,24843.0
Kerala,1999,28.0,14.88,32.07,15271.0
Kerala,1999,69.06,23.5,37.89,28331.0
Kerala,1999,22.79,16.14,22.72,14611.0
Kerala,1999,47.02,24.45,37.63,16096.0
Kerala,1999,25.13,16.48,17.76,8536.0
Kerala,2000,54.08,21.24,42.7,11133.0
Kerala,2000,16.42,9.65,15.74,15849.0
Kerala,2000,39.84,23.01,34.7,20954.0
Kerala,2000,41.51,22.79,40.16,36987.0
Kerala,2000,25.59,14.9,30.57,16725.0
Kerala,2000,22.81,11.1,17.58,10349.0
Kerala,2000,68.06,24.85,39.0,26932.0
Kerala,2000,20.78,14.54,18.97,12758.0
Kerala,2000,46.51,19.28,34.53,14571.0
Kerala,2000,21.19,13.26,14.08,6947.0
Kerala,2001,55.88,21.92,46.1,11630.0
Kerala,2001,13.33,9.82,15.41,14486.0
Kerala,2001,39.02,19.87,33.42,19543.0
Kerala,2001,45.02,24.92,41.18,39330.0
Kerala,2001,32.29,13.27,31.16,18021.0
Kerala,2001,29.97,12.66,25.86,13583.0
Kerala,2001,66.03,24.37,38.52,26190.0
Kerala,2001,18.68,13.21,17.62,11582.0
Kerala,2001,53.91,19.59,35.31,15504.0
Kerala,2001,20.83,14.03,15.95,7257.0
Kerala,2002,92.27,36.44,52.88,17186.0
Kerala,2002,17.65,8.67,16.22,15945.0
Kerala,2002,39.59,19.86,69.19,27285.0
Kerala,2002,47.28,25.48,43.3,40998.0
Kerala,2002,35.57,13.11,36.84,20109.0
Kerala,2002,23.27,12.88,25.26,12211.0
Kerala,2002,89.85,34.86,50.5,35276.0
Kerala,2002,17.58,13.21,21.21,12103.0
Kerala,2002,50.86,18.84,38.18,15439.0
Kerala,2002,26.36,13.11,17.32,8096.0
Kerala,2003,66.68,22.92,37.52,11926.0
Kerala,2003,18.87,9.34,16.2,16661.0
Kerala,2003,58.68,23.33,48.95,27730.0
Kerala,2003,48.68,23.66,37.99,39145.0
Kerala,2003,32.88,13.51,42.93,21072.0
Kerala,2003,22.37,13.45,22.56,11600.0
Kerala,2003,68.44,24.13,36.28,26322.0
Kerala,2003,18.56,14.49,19.98,12293.0
Kerala,2003,58.88,24.51,34.76,16740.0
Kerala,2003,25.07,16.37,19.13,8602.0
Kerala,2004,58.08,22.78,37.91,11162.0
Kerala,2004,17.48,10.23,16.69,16507.0
Kerala,2004,71.79,24.43,54.98,30968.0
Kerala,2004,46.79,25.93,45.42,41785.0
Kerala,2004,37.2,15.52,44.24,22632.0
Kerala,2004,22.63,14.28,24.46,11996.0
Kerala,2004,76.4,29.17,40.05,28902.0
Kerala,2004,16.69,12.94,13.17,9756.0
Kerala,2004,73.06,32.58,51.98,21570.0
Kerala,2004,21.45,14.85,16.05,7245.0
Kerala,2005,48.96,23.95,29.25,8910.0
Kerala,2005,16.46,9.56,17.23,16321.0
Kerala,2005,73.61,29.93,72.27,32190.0
Kerala,2005,44.88,28.3,47.46,41055.0
Kerala,2005,30.29,15.76,50.73,22783.0
Kerala,2005,26.28,16.2,29.53,13903.0
Kerala,2005,58.58,23.19,32.5,25222.0
Kerala,2005,19.55,16.83,16.91,11473.0
Kerala,2005,71.59,36.36,41.77,20901.0
Kerala,2005,27.88,19.81,21.37,9696.0
Kerala,2006,43.51,24.02,45.49,9443.0
Kerala,2006,18.26,10.36,19.9,18279.0
Kerala,2006,95.71,30.01,49.93,34852.0
Kerala,2006,47.98,30.81,46.29,41916.0
Kerala,2006,49.46,17.9,46.89,26544.0
Kerala,2006,25.63,16.88,29.93,13293.0
Kerala,2006,66.62,30.56,36.61,27398.0
Kerala,2006,15.27,14.03,20.95,10623.0
Kerala,2006,71.89,33.85,48.53,20313.0
Kerala,2006,29.65,24.46,21.87,10939.0
Kerala,2007,54.63,31.36,42.38,10844.0
Kerala,2007,23.78,10.38,22.67,21352.0
Kerala,2007,75.59,27.98,44.76,29870.0
Kerala,2007,58.15,27.77,47.48,44495.0
Kerala,2007,40.68,16.24,40.53,22534.0
Kerala,2007,23.75,13.76,27.53,12042.0
Kerala,2007,73.98,29.59,38.54,27968.0
Kerala,2007,18.15,12.78,23.26,11407.0
Kerala,2007,73.01,31.47,52.04,20247.0
Kerala,2007,24.42,16.96,11.88,7503.0
Kerala,2008,70.38,42.06,53.76,14363.0
Kerala,2008,26.77,12.06,26.16,24509.0
Kerala,2008,78.73,30.51,44.91,30969.0
Kerala,2008,71.15,39.39,59.19,57078.0
Kerala,2008,49.59,22.01,51.59,28400.0
Kerala,2008,29.4,15.78,41.87,16031.0
Kerala,2008,100.66,44.4,61.19,40671.0
Kerala,2008,29.02,20.8,35.83,18090.0
Kerala,2008,75.7,30.46,68.47,22584.0
Kerala,2008,23.53,17.61,19.28,8202.0
Kerala,2009,80.22,44.66,49.61,14954.0
Kerala,2009,32.59,15.2,29.39,28873.0
Kerala,2009,68.93,30.05,48.08,29470.0
Kerala,2009,72.56,41.7,61.96,58627.0
Kerala,2009,51.58,22.83,50.21,28871.0
Kerala,2009,29.47,17.17,35.42,14934.0
Kerala,2009,90.14,43.63,56.91,37947.0
Kerala,2009,34.14,20.41,38.22,19299.0
Kerala,2009,88.35,36.37,67.32,25219.0
Kerala,2009,28.29,19.79,23.11,9530.0
Kerala,2010,70.01,42.81,53.49,14544.0
Kerala,2010,25.99,14.32,26.51,25575.0
Kerala,2010,74.87,41.53,57.09,34221.0
Kerala,2010,72.83,51.26,70.98,64355.0
Kerala,2010,55.23,24.47,50.48,30011.0
Kerala,2010,32.86,19.62,39.86,16467.0
Kerala,2010,92.55,45.12,56.41,38198.0
Kerala,2010,36.96,30.19,39.27,22112.0
Kerala,2010,86.04,39.82,55.96,23126.0
Kerala,2010,55.29,39.78,16.71,14930.0
Kerala,2011,85.2,48.04,54.96,16027.0
Kerala,2011,36.43,19.89,27.5,31637.0
Kerala,2011,92.01,56.32,65.03,39406.0
Kerala,2011,77.19,45.38,62.56,59875.0
Kerala,2011,63.42,28.68,53.57,33210.0
Kerala,2011,47.82,24.93,36.81,19487.0
Kerala,2011,98.78,46.01,51.0,38775.0
Kerala,2011,56.38,33.94,59.0,30738.0
Kerala,2011,97.91,43.26,65.04,26580.0
Kerala,2011,41.26,23.82,22.45,11445.0
Kerala,2012,79.45,44.81,54.42,15252.0
Kerala,2012,32.09,18.03,26.32,28731.0
Kerala,2012,71.14,40.84,55.81,32350.0
Kerala,2012,77.92,39.94,56.35,57047.0
Kerala,2012,70.87,25.39,47.07,32634.0
Kerala,2012,43.58,22.3,34.74,18110.0
Kerala,2012,85.18,36.49,49.97,33401.0
Kerala,2012,48.06,29.01,47.98,25682.0
Kerala,2012,75.07,39.57,60.81,22572.0
Kerala,2012,38.23,26.7,22.5,11398.0
Kerala,2013,87.79,39.35,57.96,15680.0
Kerala,2013,25.76,13.79,24.32,24363.0
Kerala,2013,77.45,36.25,53.58,32286.0
Kerala,2013,81.98,36.34,51.41,55349.0
Kerala,2013,59.12,20.8,50.32,29506.0
Kerala,2013,51.26,20.02,35.71,19088.0
Kerala,2013,95.3,38.92,43.87,35118.0
Kerala,2013,38.05,22.62,45.42,21794.0
Kerala,2013,96.75,36.47,62.52,25132.0
Kerala,2013,29.68,23.96,12.76,8616.0
Kerala,2014,79.3,28.24,43.98,12444.0
Kerala,2014,29.55,11.0,15.29,21152.0
Kerala,2014,64.93,31.87,47.35,27884.0
Kerala,2014,53.54,24.98,39.43,38510.0
Kerala,2014,46.41,13.8,39.97,22613.0
Kerala,2014,47.39,18.81,34.53,17797.0
Kerala,2014,74.61,28.87,29.29,26120.0
Kerala,2014,44.44,21.02,22.69,18051.0
Kerala,2014,78.26,26.64,31.81,17748.0
Kerala,2014,31.26,19.04,5.64,7177.0
Kerala,2015,108.42,29.97,53.0,15998.0
Kerala,2015,34.89,11.08,26.0,26923.0
Kerala,2015,82.0,30.3,58.24,32441.0
Kerala,2015,55.57,25.57,41.31,39908.0
Kerala,2015,46.26,16.1,42.59,23447.0
Kerala,2015,40.7,16.07,34.47,15898.0
Kerala,2015,76.64,30.39,36.45,27446.0
Kerala,2015,38.38,14.97,36.44,18297.0
Kerala,2015,85.96,22.16,42.33,19550.0
Kerala,2015,32.35,17.45,19.06,8717.0
Kerala,2016,47.67,26.75,33.93,9165.0
Kerala,2016,18.63,11.02,18.5,17932.0
Kerala,2016,74.85,40.4,42.39,29868.0
Kerala,2016,41.22,29.46,39.79,35909.0
Kerala,2016,41.15,18.34,31.66,20139.0
Kerala,2016,31.26,17.73,28.12,13353.0
Kerala,2016,62.39,22.41,30.51,21782.0
Kerala,2016,26.56,18.5,22.14,13667.0
Kerala,2016,46.68,23.45,37.61,13842.0
Kerala,2016,18.15,11.33,7.41,4759.0
Kerala,2017,116.42,30.9,31.4,14963.0
Kerala,2017,31.56,11.53,20.67,23806.0
Kerala,2017,98.56,36.36,44.33,33948.0
Kerala,2017,78.63,27.79,39.07,47565.0
Kerala,2017,42.74,16.77,32.35,20392.0
Kerala,2017,52.53,19.46,31.68,18013.0
Kerala,2017,136.22,25.48,32.47,40164.0
Kerala,2017,31.82,17.41,20.62,14282.0
Kerala,2017,96.02,23.46,34.78,20101.0
Kerala,2017,50.15,11.1,6.24,8748.0
Madhya Pradesh,1966,0.41,0.2,0.02,267.0
Madhya Pradesh,1966,1.08,0.84,0.43,623.0
Madhya Pradesh,1966,0.43,0.33,0.03,366.0
Madhya Pradesh,1966,0.42,0.1,0.04,151.0
Madhya Pradesh,1966,0.34,0.11,0.01,171.0
Madhya Pradesh,1966,0.09,0.1,0.0,73.0
Madhya Pradesh,1966,0.17,0.08,0.01,125.0
Madhya Pradesh,1966,0.2,0.09,0.0,73.0
Madhya Pradesh,1966,2.58,1.5,0.74,857.0
Madhya Pradesh,1966,0.6,0.36,0.08,285.0
Madhya Pradesh,1966,0.06,0.11,0.0,29.0
Madhya Pradesh,1966,0.54,0.18,0.02,244.0
Madhya Pradesh,1966,0.31,0.12,0.02,128.0
Madhya Pradesh,1966,0.64,0.16,0.01,250.0
Madhya Pradesh,1966,0.31,0.11,0.02,185.0
Madhya Pradesh,1966,0.99,0.29,0.02,263.0
Madhya Pradesh,1966,0.22,0.09,0.02,87.0
Madhya Pradesh,1966,0.06,0.03,0.0,39.0
Madhya Pradesh,1966,0.3,0.12,0.0,40.0
Madhya Pradesh,1966,1.02,0.21,0.02,462.0
Madhya Pradesh,1966,0.56,0.1,0.0,196.0
Madhya Pradesh,1966,0.7,0.35,0.09,283.0
Madhya Pradesh,1966,0.66,0.8,0.02,365.0
Madhya Pradesh,1966,0.27,0.14,0.02,185.0
Madhya Pradesh,1966,1.1,1.9,0.24,1579.0
Madhya Pradesh,1966,0.25,0.11,0.01,123.0
Madhya Pradesh,1966,0.75,0.32,0.03,510.0
Madhya Pradesh,1966,0.64,0.17,0.02,262.0
Madhya Pradesh,1966,2.06,0.69,0.05,1665.0
Madhya Pradesh,1966,3.8,0.61,0.06,1841.0
Madhya Pradesh,1966,0.43,0.17,0.11,331.0
Madhya Pradesh,1966,0.11,0.06,0.0,57.0
Madhya Pradesh,1966,0.06,0.03,0.0,43.0
Madhya Pradesh,1966,0.69,0.18,0.01,333.0
Madhya Pradesh,1966,0.26,0.15,0.02,164.0
Madhya Pradesh,1966,0.28,0.25,0.0,179.0
Madhya Pradesh,1966,0.38,0.13,0.02,216.0
Madhya Pradesh,1967,0.4,0.08,0.02,225.0
Madhya Pradesh,1967,2.35,0.53,0.74,972.0
Madhya Pradesh,1967,0.45,0.34,0.0,374.0
Madhya Pradesh,1967,0.82,0.35,0.13,345.0
Madhya Pradesh,1967,0.37,0.06,0.01,162.0
Madhya Pradesh,1967,0.2,0.16,0.0,147.0
Madhya Pradesh,1967,0.14,0.1,0.03,136.0
